query_name,Config,Run,BigN_SampleSize,CHAOLEE_SampleSize,Nb_Total_Scans,Execution_time,cd
query_255,2,5,25495.0,24835.0,100002,12087,36318050
query_256,2,1,17445.0,16465.0,100003,9946,29959149
query_256,2,2,17437.0,16468.0,100000,8655,29978356
query_256,2,3,17440.0,16469.0,100004,8205,29964112
query_256,2,4,17468.0,16458.0,100003,8230,29912430
query_256,2,5,17436.0,16467.0,100001,8254,29974617
query_288,2,1,13086.0,12181.0,100004,9226,97147
query_288,2,2,13036.0,12206.0,100002,8353,93650
query_288,2,3,13046.0,12199.0,100002,8072,94577
query_288,2,4,13044.0,12201.0,100004,8156,93094
query_288,2,5,13045.0,12199.0,100006,7900,97367
query_349,2,1,25807.0,24722.0,100003,14241,11699014
query_349,2,2,25785.0,24729.0,100000,10975,11566506
query_349,2,3,25821.0,24719.0,100001,9548,11717821
query_349,2,4,25793.0,24724.0,100000,8889,11721861
query_349,2,5,25851.0,24708.0,100000,8556,11491995
query_351,2,1,25314.0,24882.0,100001,10347,8183325
query_351,2,2,25323.0,24881.0,100002,8932,8198246
query_351,2,3,25299.0,24890.0,100002,8831,8212180
query_351,2,4,25311.0,24880.0,100001,8425,8191107
query_351,2,5,25326.0,24877.0,100001,8861,8179892
query_352,2,1,66466.0,9209.0,100000,5844,9817109
query_352,2,2,66487.0,9195.0,100000,4447,9670035
query_352,2,3,66265.0,9294.0,100000,4337,9581526
query_352,2,4,66756.0,9089.0,100000,4301,9401214
query_352,2,5,66384.0,9189.0,100000,4278,9617215
query_391,2,1,25641.0,24756.0,100001,11213,3406174
query_391,2,2,25563.0,24784.0,100000,8676,3394849
query_391,2,3,25599.0,24775.0,100000,8640,3412302
query_391,2,4,25598.0,24772.0,100003,8609,3405006
query_391,2,5,25611.0,24766.0,100000,9473,3404052
query_407,2,1,98329.0,543.0,100000,5450,1958771
query_407,2,2,98442.0,506.0,100000,3756,9335386
query_407,2,3,98423.0,508.0,100000,3775,12846057
query_407,2,4,98420.0,512.0,100000,3695,8929838
query_407,2,5,98463.0,499.0,100000,3810,1050893
query_469,2,1,25015.0,24986.0,100002,10936,7303889
query_469,2,2,25024.0,24978.0,100003,9032,7303252
query_469,2,3,25025.0,24977.0,100002,8952,7302091
query_469,2,4,25022.0,24979.0,100000,9089,7302397
query_469,2,5,25020.0,24981.0,100002,8963,7301827
query_512,2,1,12537.0,12481.0,100000,9600,2984927
query_512,2,2,12545.0,12477.0,100000,8467,3003034
query_512,2,3,12541.0,12481.0,100004,8399,2958433
query_512,2,4,12540.0,12481.0,100004,8467,2990104
query_512,2,5,12538.0,12483.0,100006,8206,2976500
query_520,2,1,25100.0,24964.0,100001,12651,34669395
query_520,2,2,25094.0,24966.0,100002,11510,34683241
query_520,2,3,25093.0,24968.0,100003,11286,34681847
query_520,2,4,25071.0,24975.0,100001,10656,34713679
query_520,2,5,25101.0,24964.0,100002,11058,34670790
query_545,2,1,25007.0,24993.0,100000,14307,37280216
query_545,2,2,25006.0,24995.0,100002,15981,37280216
query_545,2,3,25003.0,24997.0,100000,15017,37280216
query_545,2,4,25003.0,24998.0,100002,14203,37280216
query_545,2,5,25004.0,24997.0,100002,15322,37280216
query_547,2,1,26697.0,24234.0,100002,12514,554053
query_547,2,2,26649.0,24252.0,100002,11020,550434
query_547,2,3,26693.0,24232.0,100000,10852,559421
query_547,2,4,26610.0,24273.0,100002,10647,556923
query_547,2,5,26662.0,24236.0,100001,11320,559161
query_548,2,1,26391.0,24502.0,100003,12123,3378959
query_548,2,2,26403.0,24495.0,100001,10637,3199041
query_548,2,3,26347.0,24518.0,100000,10548,3202258
query_548,2,4,26424.0,24495.0,100003,10745,3347956
query_548,2,5,26393.0,24503.0,100000,10477,3350964
query_595,2,1,25096.0,24946.0,100001,12930,5033924
query_595,2,2,25097.0,24947.0,100002,11133,5040968
query_595,2,3,25100.0,24943.0,100001,10973,5033701
query_595,2,4,25087.0,24951.0,100003,11221,5031465
query_595,2,5,25081.0,24958.0,100002,10464,5035788
query_613,2,1,61484.0,12814.0,100000,10495,4315104
query_613,2,2,61482.0,12813.0,100001,8886,4224689
query_613,2,3,61749.0,12728.0,100001,8759,4107447
query_613,2,4,61641.0,12764.0,100001,8600,4166329
query_613,2,5,61777.0,12721.0,100003,8173,4087220
query_629,2,1,25015.0,24985.0,100000,10554,9181483
query_629,2,2,25020.0,24980.0,100000,9740,9181482
query_629,2,3,25017.0,24984.0,100002,9711,9181483
query_629,2,4,25011.0,24989.0,100000,9877,9181484
query_629,2,5,25021.0,24980.0,100002,9697,9181850
query_632,2,1,25641.0,24775.0,100003,10869,7999682
query_632,2,2,25698.0,24753.0,100003,8890,7973817
query_632,2,3,25652.0,24770.0,100001,8538,7988980
query_632,2,4,25691.0,24758.0,100000,8608,7982060
query_632,2,5,25715.0,24749.0,100001,8767,7963867
query_633,2,1,25008.0,24993.0,100002,11369,31943423
query_633,2,2,25006.0,24995.0,100002,9811,31928641
query_633,2,3,25006.0,24995.0,100002,9567,31940337
query_633,2,4,25004.0,24997.0,100002,9706,31932584
query_633,2,5,25002.0,24998.0,100000,9792,31941086
query_637,2,1,99948.0,0.0,100000,4135,0
query_637,2,2,99955.0,0.0,100000,3262,0
query_637,2,3,99967.0,0.0,100000,3180,0
query_637,2,4,99935.0,1.0,100000,3335,958
query_637,2,5,99965.0,0.0,100000,3500,0
query_638,2,1,19103.0,5631.0,100002,5780,4
query_638,2,2,19152.0,5554.0,100002,3889,4
query_638,2,3,19084.0,5628.0,100000,3947,4
query_638,2,4,19150.0,5580.0,100002,3837,4
query_638,2,5,19069.0,5638.0,100000,3860,4
query_137,3,1,693495.0,16183.0,1000000,44105,288522
query_137,3,2,693650.0,16180.0,1000000,42433,281060
query_137,3,3,693331.0,16178.0,1000000,41192,280517
query_137,3,4,693933.0,16112.0,1000000,40754,282345
query_137,3,5,693812.0,16145.0,1000000,40024,291221
query_138,3,1,681863.0,19079.0,1000000,42592,366453
query_138,3,2,682220.0,19039.0,1000000,40700,357148
query_138,3,3,681746.0,19075.0,1000000,40105,359460
query_138,3,4,682258.0,19002.0,1000000,40808,360898
query_138,3,5,682444.0,18967.0,1000000,40410,368779
query_145,3,1,228823.0,153168.0,1000000,91131,4964726
query_145,3,2,228412.0,153240.0,1000003,101514,4978921
query_145,3,3,228751.0,153182.0,1000003,96322,4967582
query_145,3,4,228661.0,153208.0,1000002,93604,4968814
query_145,3,5,228806.0,153175.0,1000000,98517,4966391
query_146,3,1,281409.0,236315.0,1000002,88742,2948349
query_146,3,2,281697.0,236207.0,1000001,88938,2947414
query_146,3,3,281404.0,236309.0,1000002,85426,2948167
query_146,3,4,281775.0,236165.0,1000002,87348,2943908
query_146,3,5,281228.0,236369.0,1000001,87548,2947981
query_147,3,1,253957.0,246501.0,1000002,105297,4853221
query_147,3,2,253864.0,246567.0,1000000,106156,4834228
query_147,3,3,253918.0,246533.0,1000000,103341,4850147
query_147,3,4,253915.0,246507.0,1000001,102066,4838438
query_147,3,5,253964.0,246490.0,1000001,100091,4848199
query_150,3,1,253457.0,246676.0,1000001,92271,5149284
query_150,3,2,253521.0,246604.0,1000000,92856,5144137
query_150,3,3,253462.0,246670.0,1000001,93245,5148387
query_150,3,4,253474.0,246643.0,1000003,92815,5140689
query_150,3,5,253532.0,246590.0,1000003,90043,5144671
query_151,3,1,168706.0,165022.0,1000003,100864,5108494
query_151,3,2,168706.0,165029.0,1000002,98326,5105368
query_151,3,3,168705.0,165063.0,1000005,96741,5121435
query_151,3,4,168721.0,165020.0,1000005,92919,5103212
query_151,3,5,168699.0,165049.0,1000000,89593,5106246
query_168,3,1,332917.0,8528.0,1000000,34928,582315
query_168,3,2,332667.0,8535.0,1000006,33472,570124
query_168,3,3,332777.0,8442.0,1000004,33551,565921
query_168,3,4,332501.0,8603.0,1000000,33773,563307
query_168,3,5,332650.0,8570.0,1000002,33722,534970
query_224,3,1,167273.0,74271.0,1000008,99595,2
query_224,3,2,167605.0,74226.0,1000003,102070,2
query_224,3,3,167223.0,74290.0,1000002,91347,2
query_224,3,4,167115.0,74330.0,1000009,88120,2
query_224,3,5,167238.0,74255.0,1000002,84799,2
query_255,3,1,255295.0,247958.0,1000001,108822,36330237
query_255,3,2,255358.0,247930.0,1000003,102746,36320538
query_255,3,3,255229.0,247980.0,1000002,107034,36343135
query_255,3,4,255274.0,247972.0,1000001,101076,36332190
query_255,3,5,255218.0,247994.0,1000003,104428,36342496
query_256,3,1,174697.0,164436.0,1000005,83193,29957058
query_256,3,2,174780.0,164420.0,1000001,84742,29941204
query_256,3,3,174558.0,164493.0,1000004,82313,29984743
query_256,3,4,174659.0,164484.0,1000000,81904,29959589
query_256,3,5,174745.0,164447.0,1000002,85764,29949744
query_288,3,1,144517.0,108231.0,1000000,71611,167680
query_288,3,2,144537.0,108221.0,1000000,70123,167634
query_288,3,3,144570.0,108155.0,1000000,68645,166822
query_288,3,4,144508.0,108161.0,1000004,64843,167990
query_288,3,5,144579.0,108106.0,1000004,63816,167786
query_349,3,1,259281.0,246044.0,1000002,84513,11937952
query_349,3,2,259352.0,246014.0,1000001,83577,11961681
query_349,3,3,259424.0,245970.0,1000000,84789,11927747
query_349,3,4,259441.0,245985.0,1000001,83302,11927642
query_349,3,5,259410.0,245986.0,1000003,81474,11918523
query_351,3,1,254911.0,247092.0,1000000,97135,8188424
query_351,3,2,255008.0,247076.0,1000003,87272,8186155
query_351,3,3,254887.0,247114.0,1000002,86812,8186325
query_351,3,4,254861.0,247153.0,1000001,86335,8182902
query_351,3,5,255011.0,247037.0,1000003,84890,8185870
query_352,3,1,685848.0,79096.0,1000000,46706,10307067
query_352,3,2,687222.0,78677.0,1000000,46214,10274685
query_352,3,3,685713.0,79156.0,1000001,41739,10201835
query_352,3,4,686075.0,79016.0,1000001,42552,10295180
query_352,3,5,686491.0,78733.0,1000001,44407,10372434
query_391,3,1,260076.0,243647.0,1000001,88646,3448087
query_391,3,2,260161.0,243654.0,1000000,89349,3447676
query_391,3,3,260104.0,243610.0,1000002,89082,3447777
query_391,3,4,260064.0,243707.0,1000003,86638,3450425
query_391,3,5,260180.0,243640.0,1000003,83593,3448916
query_407,3,1,984979.0,4763.0,1000000,42882,6924527
query_407,3,2,985139.0,4713.0,1000000,38056,73109502
query_407,3,3,985391.0,4611.0,1000000,36379,23357258
query_407,3,4,985235.0,4681.0,1000000,36070,16301464
query_407,3,5,985028.0,4752.0,1000000,37884,71660818
query_469,3,1,252131.0,247871.0,1000000,85996,7304044
query_469,3,2,252148.0,247857.0,1000000,84117,7303547
query_469,3,3,252111.0,247892.0,1000001,84092,7303558
query_469,3,4,252126.0,247880.0,1000003,85851,7303927
query_469,3,5,252110.0,247896.0,1000003,83578,7303599
query_512,3,1,126416.0,123773.0,1000006,80189,3004423
query_512,3,2,126396.0,123797.0,1000004,80442,3008040
query_512,3,3,126443.0,123767.0,1000000,76813,3000824
query_512,3,4,126450.0,123749.0,1000004,75700,2997724
query_512,3,5,126367.0,123802.0,1000006,73647,2999170
query_520,3,1,251327.0,249274.0,1000003,108420,34681109
query_520,3,2,251306.0,249271.0,1000000,105147,34689282
query_520,3,3,251289.0,249280.0,1000000,104610,34690934
query_520,3,4,251306.0,249256.0,1000000,103350,34692189
query_520,3,5,251371.0,249242.0,1000003,105306,34680729
query_545,3,1,250401.0,249599.0,1000000,121442,37280216
query_545,3,2,250428.0,249572.0,1000000,115560,37280216
query_545,3,3,250432.0,249568.0,1000000,102136,37280216
query_545,3,4,250422.0,249578.0,1000000,95133,37280216
query_545,3,5,250427.0,249573.0,1000000,94762,37280216
query_547,3,1,276097.0,233223.0,1000000,99534,1802032
query_547,3,2,276142.0,233182.0,1000001,103584,1802444
query_547,3,3,276132.0,233205.0,1000001,101227,1803235
query_547,3,4,276133.0,233209.0,1000000,105415,1802786
query_547,3,5,276089.0,233181.0,1000000,103387,1802773
query_548,3,1,267134.0,241988.0,1000001,101762,4825953
query_548,3,2,267072.0,242090.0,1000001,99263,4847322
query_548,3,3,267340.0,241940.0,1000000,110953,4819338
query_548,3,4,267227.0,241998.0,1000003,106999,4839686
query_548,3,5,267294.0,241946.0,1000001,103669,4836294
query_595,3,1,253748.0,246680.0,1000002,109491,5036836
query_595,3,2,253717.0,246689.0,1000001,107660,5037419
query_595,3,3,253698.0,246729.0,1000001,106504,5033023
query_595,3,4,253791.0,246661.0,1000000,106479,5034287
query_595,3,5,253806.0,246628.0,1000001,108914,5033045
query_613,3,1,622419.0,124042.0,1000000,84484,4525546
query_613,3,2,622463.0,123942.0,1000000,79584,4328282
query_613,3,3,621415.0,124298.0,1000002,77312,4419997
query_613,3,4,621305.0,124378.0,1000002,78671,4398249
query_613,3,5,621808.0,124211.0,1000000,77925,4510176
query_629,3,1,251675.0,248326.0,1000002,90442,9181509
query_629,3,2,251758.0,248242.0,1000000,91576,9181499
query_629,3,3,251690.0,248311.0,1000002,86341,9181538
query_629,3,4,251705.0,248295.0,1000000,86970,9181546
query_629,3,5,251764.0,248236.0,1000000,84302,9181577
query_632,3,1,258709.0,245788.0,1000001,87545,7981779
query_632,3,2,258512.0,245917.0,1000001,85610,7984504
query_632,3,3,258569.0,245864.0,1000001,83770,7982328
query_632,3,4,258495.0,245899.0,1000002,83639,7990784
query_632,3,5,258592.0,245814.0,1000000,84365,7992293
query_633,3,1,250463.0,249538.0,1000002,98906,31938098
query_633,3,2,250513.0,249488.0,1000002,92956,31936762
query_633,3,3,250484.0,249516.0,1000000,94453,31938080
query_633,3,4,250505.0,249496.0,1000002,94413,31935865
query_633,3,5,250469.0,249531.0,1000000,93617,31939921
query_637,3,1,999558.0,1.0,1000000,33841,96
query_637,3,2,999533.0,4.0,1000000,34332,878
query_637,3,3,999556.0,1.0,1000000,33956,96
query_637,3,4,999563.0,1.0,1000000,33680,11
query_637,3,5,999542.0,0.0,1000000,33862,0
query_638,3,1,236641.0,12861.0,1000002,22900,3
query_638,3,2,236667.0,12825.0,1000000,20578,3
query_638,3,3,236625.0,12861.0,1000002,20085,3
query_638,3,4,236645.0,12853.0,1000002,20096,3
query_638,3,5,236618.0,12856.0,1000000,20323,3
query_137,4,1,3781.0,124.0,10000,1061,296270
query_137,4,2,3723.0,125.0,10033,454,292623
query_137,4,3,3609.0,129.0,10029,377,264999
query_137,4,4,3532.0,131.0,10038,367,303500
query_137,4,5,3888.0,119.0,10000,374,335789
query_138,4,1,3593.0,130.0,10000,1116,479856
query_138,4,2,3474.0,133.0,10033,481,329212
query_138,4,3,3197.0,142.0,10029,364,384177
query_138,4,4,3271.0,140.0,10038,366,313037
query_138,4,5,3452.0,133.0,10000,349,625349
query_145,4,1,441.0,299.0,10010,1149,4953690
query_145,4,2,420.0,300.0,10021,503,5218770
query_145,4,3,429.0,300.0,10029,417,5109285
query_145,4,4,416.0,300.0,10016,379,5255973
query_145,4,5,415.0,300.0,10015,373,5281647
query_146,4,1,521.0,452.0,10013,1108,2918338
query_146,4,2,514.0,452.0,10006,431,2729847
query_146,4,3,513.0,452.0,10005,466,2847357
query_146,4,4,531.0,451.0,10002,361,2815593
query_146,4,5,522.0,452.0,10014,350,2938936
query_147,4,1,456.0,455.0,10011,1194,4661006
query_147,4,2,460.0,455.0,10015,497,4903723
query_147,4,3,455.0,455.0,10010,448,4739693
query_147,4,4,456.0,455.0,10011,470,5010732
query_147,4,5,455.0,455.0,10010,409,5034771
query_150,4,1,455.0,455.0,10010,1209,5050599
query_150,4,2,456.0,455.0,10011,423,4975428
query_150,4,3,455.0,455.0,10011,419,5248209
query_150,4,4,455.0,455.0,10010,389,5102906
query_150,4,5,455.0,455.0,10010,355,5192454
query_151,4,1,303.0,303.0,10000,1186,4971739
query_151,4,2,304.0,303.0,10000,504,5248654
query_151,4,3,305.0,303.0,10002,500,4624244
query_151,4,4,304.0,304.0,10032,429,5551545
query_151,4,5,305.0,303.0,10001,388,4922219
query_168,4,1,2389.0,77.0,10020,1110,1075774
query_168,4,2,2546.0,66.0,10000,449,527194
query_168,4,3,2404.0,75.0,10002,380,1228768
query_168,4,4,2326.0,81.0,10016,386,785979
query_168,4,5,2347.0,79.0,10000,361,251414
query_224,4,1,333.0,179.0,10034,1240,8
query_224,4,2,337.0,179.0,10044,542,13
query_224,4,3,353.0,178.0,10026,455,12
query_224,4,4,316.0,179.0,10026,487,11
query_224,4,5,311.0,179.0,10016,566,11
query_255,4,1,471.0,454.0,10005,1231,35934646
query_255,4,2,467.0,454.0,10001,489,36242437
query_255,4,3,466.0,455.0,10021,459,36400211
query_255,4,4,462.0,455.0,10017,465,36715364
query_255,4,5,465.0,455.0,10020,407,36478491
query_256,4,1,323.0,303.0,10028,1097,29775048
query_256,4,2,316.0,303.0,10017,448,30434622
query_256,4,3,323.0,303.0,10027,414,29775048
query_256,4,4,316.0,303.0,10015,367,30434622
query_256,4,5,320.0,303.0,10017,307,30054189
query_288,4,1,240.0,227.0,10016,1118,83544
