query_name,Config,Run,WJ_SampleSize,CRAWD_SampleSize,∑Fµ_SampleSize,∑Fµ_success,∑Fµ_fail,N̂,Nb_Total_Scans,Execution_time,cd
SPO_s,2,4,50000.0,50000.0,100000.0,100000.0,0.0,1.0916931E7,100000,1965,513816
SPO_s,2,5,50000.0,50000.0,100000.0,100000.0,0.0,1.0916931E7,100000,1972,517896
c6_role0_s,2,1,25000.0,25000.0,50000.0,50000.0,0.0,5268312.82392,100000,8586,58629
c6_role0_s,2,2,25000.0,25000.0,50000.0,50000.0,0.0,5251399.53,100000,7001,58629
c6_role0_s,2,3,25000.0,25000.0,50000.0,50000.0,0.0,5305061.48112,100000,7282,58629
c6_role0_s,2,4,25000.0,25000.0,50000.0,50000.0,0.0,5276865.62244,100000,6844,58629
c6_role0_s,2,5,25000.0,25000.0,50000.0,50000.0,0.0,5253962.78988,100000,6683,58629
C6_role1_o,2,1,23871.0,23871.0,62464.0,37536.0,24928.0,2725211.8015583763,100000,9098,146739
C6_role1_o,2,2,23889.0,23889.0,62411.0,37592.0,24819.0,2715311.97061409,100003,7554,154207
C6_role1_o,2,3,23855.0,23855.0,62409.0,37594.0,24815.0,2701714.448752882,100003,7568,146621
C6_role1_o,2,4,23876.0,23876.0,62302.0,37700.0,24602.0,2735246.657480315,100002,7329,153014
C6_role1_o,2,5,23882.0,23882.0,62334.0,37666.0,24668.0,2722647.3660497447,100000,6973,153704
SPO_o,2,1,50000.0,50000.0,100000.0,100000.0,0.0,1.0916931E7,100000,3468,1007197
SPO_o,2,2,50000.0,50000.0,100000.0,100000.0,0.0,1.0916931E7,100000,2509,1008541
SPO_o,2,3,50000.0,50000.0,100000.0,100000.0,0.0,1.0916931E7,100000,2462,1005376
SPO_o,2,4,50000.0,50000.0,100000.0,100000.0,0.0,1.0916931E7,100000,2373,994146
SPO_o,2,5,50000.0,50000.0,100000.0,100000.0,0.0,1.0916931E7,100000,2270,975726
c6_pc10_s,2,1,25000.0,25000.0,50000.0,50000.0,0.0,30689.24432,100000,8444,1673
c6_pc10_s,2,2,25000.0,25000.0,50000.0,50000.0,0.0,30640.6604,100000,7977,1673
c6_pc10_s,2,3,25000.0,25000.0,50000.0,50000.0,0.0,30782.79848,100000,8331,1673
c6_pc10_s,2,4,25000.0,25000.0,50000.0,50000.0,0.0,30857.21352,100000,6756,1673
c6_pc10_s,2,5,25000.0,25000.0,50000.0,50000.0,0.0,30387.16744,100000,8118,1673
c6_pc12_s,2,1,25000.0,25000.0,50000.0,50000.0,0.0,30757.48352,100000,9248,1711
c6_pc12_s,2,2,25000.0,25000.0,50000.0,50000.0,0.0,30858.2272,100000,8472,1711
c6_pc12_s,2,3,25000.0,25000.0,50000.0,50000.0,0.0,31110.83924,100000,6602,1711
c6_pc12_s,2,4,25000.0,25000.0,50000.0,50000.0,0.0,30854.32612,100000,6319,1711
c6_pc12_s,2,5,25000.0,25000.0,50000.0,50000.0,0.0,31077.71428,100000,5913,1711
Q-10169_v2,2,1,78486.0,798.0,3178.0,799.0,2379.0,396889.34278724866,100000,3688,64
Q-10169_v2,2,2,79383.0,736.0,2928.0,740.0,2188.0,363622.52298351034,100000,3245,58
Q-10169_v2,2,3,78001.0,832.0,3316.0,836.0,2480.0,409286.03946103255,100014,2908,67
Q-10169_v2,2,4,79040.0,760.0,3028.0,762.0,2266.0,364278.2276568826,100000,2628,62
Q-10169_v2,2,5,78715.0,790.0,3140.0,793.0,2347.0,384632.43013402785,100000,3074,64
c6_pc5_o,2,1,24775.0,24775.0,62424.0,37578.0,24846.0,31203.26950554995,100002,11763,14708
c6_pc5_o,2,2,24796.0,24796.0,62524.0,37479.0,25045.0,31265.288836909178,100003,9466,14752
c6_pc5_o,2,3,24780.0,24780.0,62467.0,37537.0,24930.0,31296.845480225988,100004,8379,14767
c6_pc5_o,2,4,24773.0,24773.0,62524.0,37479.0,25045.0,31388.08787793162,100003,8930,14857
c6_pc5_o,2,5,24769.0,24769.0,62420.0,37580.0,24840.0,31164.581896725747,100000,8926,14679
c6_pc9_o,2,1,24764.0,24764.0,62534.0,37467.0,25067.0,30277.348691649167,100001,11104,13988
c6_pc9_o,2,2,24776.0,24776.0,62611.0,37391.0,25220.0,30353.1578543752,100002,8560,13914
c6_pc9_o,2,3,24768.0,24768.0,62662.0,37341.0,25321.0,30060.360101744187,100003,8908,13645
c6_pc9_o,2,4,24768.0,24768.0,62571.0,37429.0,25142.0,30267.04542151163,100000,8878,13855
c6_pc9_o,2,5,24777.0,24777.0,62510.0,37492.0,25018.0,30535.786778060297,100002,9107,14288
Q-10078_v4,3,1,503345.0,5892.0,27413.0,6253.0,21160.0,4116499.992138593,1000002,23613,420
Q-10078_v4,3,2,503649.0,5974.0,27902.0,6306.0,21596.0,4056369.2399071576,1000000,22618,429
Q-10078_v4,3,3,503321.0,5908.0,27550.0,6259.0,21291.0,3852617.956218795,1000000,21747,424
Q-10078_v4,3,4,502845.0,6058.0,28235.0,6398.0,21837.0,4231799.867279181,1000000,21348,435
Q-10078_v4,3,5,504841.0,5859.0,27364.0,6158.0,21206.0,3955308.3917352194,1000002,20697,421
c6_pc3_o,3,1,247875.0,247875.0,639918.0,360083.0,279835.0,36651.62858698941,1000001,82670,15323
c6_pc3_o,3,2,247843.0,247843.0,639478.0,360525.0,278953.0,36543.54430022232,1000003,81407,15322
c6_pc3_o,3,3,247851.0,247851.0,639166.0,360837.0,278329.0,36634.039459191205,1000003,97874,15447
c6_pc3_o,3,4,247874.0,247874.0,639623.0,360378.0,279245.0,36673.26071310424,1000001,90791,15427
c6_pc3_o,3,5,247850.0,247850.0,640284.0,359717.0,280567.0,36623.49095017147,1000001,88055,15319
c6_pc11_s,3,1,250000.0,250000.0,500000.0,500000.0,0.0,31532.01036,1000000,64174,1686
c6_pc11_s,3,2,250000.0,250000.0,500000.0,500000.0,0.0,31590.582,1000000,61846,1686
c6_pc11_s,3,3,250000.0,250000.0,500000.0,500000.0,0.0,31547.467608,1000000,70176,1686
c6_pc11_s,3,4,250000.0,250000.0,500000.0,500000.0,0.0,31558.001736,1000000,61982,1686
c6_pc11_s,3,5,250000.0,250000.0,500000.0,500000.0,0.0,31597.710408,1000000,71011,1686
c6_role2_o,3,1,241101.0,241101.0,649125.0,350876.0,298249.0,1851915.107029834,1000001,71634,111920
c6_role2_o,3,2,241094.0,241094.0,649480.0,350521.0,298959.0,1850107.4607912267,1000001,70671,111801
c6_role2_o,3,3,241137.0,241137.0,649631.0,350369.0,299262.0,1856053.5981454526,1000000,68323,111801
c6_role2_o,3,4,241056.0,241056.0,649480.0,350521.0,298959.0,1852717.2258064516,1000001,69566,109996
c6_role2_o,3,5,241101.0,241101.0,649470.0,350531.0,298939.0,1851759.1482241882,1000001,69353,111324
c6_pc14_s,3,1,250000.0,250000.0,500000.0,500000.0,0.0,47035.9782,1000000,76502,2586
c6_pc14_s,3,2,250000.0,250000.0,500000.0,500000.0,0.0,47098.828344,1000000,69765,2586
c6_pc14_s,3,3,250000.0,250000.0,500000.0,500000.0,0.0,47115.31668,1000000,70295,2586
c6_pc14_s,3,4,250000.0,250000.0,500000.0,500000.0,0.0,47175.41532,1000000,69307,2586
c6_pc14_s,3,5,250000.0,250000.0,500000.0,500000.0,0.0,47034.58176,1000000,63872,2586
c6_role2_s,3,1,250000.0,250000.0,500000.0,500000.0,0.0,1853949.765408,1000000,62798,21268
c6_role2_s,3,2,250000.0,250000.0,500000.0,500000.0,0.0,1854240.116144,1000000,60932,21268
c6_role2_s,3,3,250000.0,250000.0,500000.0,500000.0,0.0,1854725.70712,1000000,59699,21268
c6_role2_s,3,4,250000.0,250000.0,500000.0,500000.0,0.0,1857570.599872,1000000,61539,21268
c6_role2_s,3,5,250000.0,250000.0,500000.0,500000.0,0.0,1848704.31096,1000000,58739,21268
Q-10082_v4,3,1,513070.0,4051.0,18955.0,4285.0,14670.0,2735157.1198082133,1000000,20320,286
Q-10082_v4,3,2,513768.0,4004.0,18663.0,4232.0,14431.0,3066774.0339160864,1000000,19302,281
Q-10082_v4,3,3,512677.0,4143.0,19350.0,4362.0,14988.0,2620479.7667771326,1000000,18772,291
Q-10082_v4,3,4,513129.0,4067.0,19013.0,4297.0,14716.0,2571044.885434267,1000001,19299,288
Q-10082_v4,3,5,513458.0,4139.0,19349.0,4361.0,14988.0,2659404.952161618,1000003,19640,291
Q-10122_v3,3,1,517316.0,16805.0,74999.0,17385.0,57614.0,1825966.917157018,1000000,34292,276
Q-10122_v3,3,2,516394.0,16863.0,75197.0,17490.0,57707.0,1813009.1943322348,1000008,32243,277
Q-10122_v3,3,3,516604.0,16883.0,75320.0,17481.0,57839.0,1828640.2595934216,1000000,32953,280
Q-10122_v3,3,4,518490.0,16749.0,74742.0,17349.0,57393.0,1803884.265318521,1000000,32616,275
Q-10122_v3,3,5,513880.0,17072.0,76564.0,17664.0,58900.0,1852196.2807776134,1000004,32287,285
Q-1003_v2,3,1,808466.0,6328.0,25196.0,6361.0,18835.0,209465.9188747579,1000000,22911,60
Q-1003_v2,3,2,805304.0,6549.0,26104.0,6569.0,19535.0,215064.113206938,1000000,21445,62
Q-1003_v2,3,3,808493.0,6353.0,25289.0,6381.0,18908.0,209788.4686880406,1000000,22060,60
Q-1003_v2,3,4,805858.0,6554.0,26123.0,6574.0,19549.0,213507.1578305359,1000000,22619,62
Q-1003_v2,3,5,807394.0,6412.0,25538.0,6429.0,19109.0,211936.60109190803,1000000,23849,61
c6_pc14_o,3,1,246766.0,246766.0,619640.0,380361.0,239279.0,46977.599231660766,1000001,75671,21415
c6_pc14_o,3,2,246748.0,246748.0,619495.0,380507.0,238988.0,47044.58938674275,1000002,83602,21443
c6_pc14_o,3,3,246789.0,246789.0,619324.0,380678.0,238646.0,47127.926917326135,1000002,76892,21655
c6_pc14_o,3,4,246749.0,246749.0,619697.0,380305.0,239392.0,47000.72737883436,1000002,73774,21498
c6_pc14_o,3,5,246760.0,246760.0,619303.0,380697.0,238606.0,46994.72322094343,1000000,74640,21508
Q-10122_v2,3,1,484694.0,15716.0,46605.0,16785.0,29820.0,1823535.2913694,1000000,37171,713
Q-10122_v2,3,2,482444.0,15862.0,47063.0,16915.0,30148.0,1827875.6896240807,1000010,35693,727
Q-10122_v2,3,3,483772.0,15785.0,46836.0,16833.0,30003.0,1829660.9520331891,1000000,37051,722
Q-10122_v2,3,4,485476.0,15694.0,46551.0,16727.0,29824.0,1795854.877705592,1000000,40117,714
Q-10122_v2,3,5,481499.0,15921.0,47268.0,16968.0,30300.0,1841421.1374831516,1000008,40116,731
Q-10025_v2,3,1,863372.0,244.0,1690.0,244.0,1446.0,257314.70233456726,1000000,16972,3
Q-10025_v2,3,2,863533.0,244.0,1688.0,245.0,1443.0,261528.68281351146,1000000,16182,3
Q-10025_v2,3,3,864523.0,214.0,1483.0,214.0,1269.0,208984.21021534418,1000000,15491,3
Q-10025_v2,3,4,863391.0,247.0,1706.0,247.0,1459.0,276551.7650288224,1000000,15020,4
Q-10025_v2,3,5,863516.0,242.0,1679.0,242.0,1437.0,247542.63616192405,1000001,14252,4
C6_role1_s,3,1,250000.0,250000.0,500000.0,500000.0,0.0,2716714.605492,1000000,61125,31173
C6_role1_s,3,2,250000.0,250000.0,500000.0,500000.0,0.0,2720924.08272,1000000,64703,31173
C6_role1_s,3,3,250000.0,250000.0,500000.0,500000.0,0.0,2719729.034592,1000000,56244,31173
C6_role1_s,3,4,250000.0,250000.0,500000.0,500000.0,0.0,2723788.382652,1000000,59477,31173
C6_role1_s,3,5,250000.0,250000.0,500000.0,500000.0,0.0,2716899.399036,1000000,58030,31173
c6_pc5_s,3,1,250000.0,250000.0,500000.0,500000.0,0.0,31199.033852,1000000,63617,1687
c6_pc5_s,3,2,250000.0,250000.0,500000.0,500000.0,0.0,31226.410488,1000000,55480,1687
c6_pc5_s,3,3,250000.0,250000.0,500000.0,500000.0,0.0,31170.489812,1000000,59040,1687
c6_pc5_s,3,4,250000.0,250000.0,500000.0,500000.0,0.0,31194.850092,1000000,60771,1687
c6_pc5_s,3,5,250000.0,250000.0,500000.0,500000.0,0.0,31172.831368,1000000,64418,1687
c6_pc12_o,3,1,247705.0,247705.0,627742.0,372260.0,255482.0,30912.00680244646,1000002,74288,14044
c6_pc12_o,3,2,247702.0,247702.0,627728.0,372273.0,255455.0,30850.01342742489,1000001,81620,13969
c6_pc12_o,3,3,247731.0,247731.0,627320.0,372683.0,254637.0,30860.609100193356,1000003,77148,14109
c6_pc12_o,3,4,247703.0,247703.0,627203.0,372800.0,254403.0,30927.639318054284,1000003,89772,14195
c6_pc12_o,3,5,247733.0,247733.0,627761.0,372239.0,255522.0,30875.3542483238,1000000,75173,14028
c6_pc9_s,3,1,250000.0,250000.0,500000.0,500000.0,0.0,30182.415156,1000000,64614,1719
c6_pc9_s,3,2,250000.0,250000.0,500000.0,500000.0,0.0,30178.117656,1000000,60229,1719
c6_pc9_s,3,3,250000.0,250000.0,500000.0,500000.0,0.0,30140.003988,1000000,59327,1719
c6_pc9_s,3,4,250000.0,250000.0,500000.0,500000.0,0.0,30234.418344,1000000,65501,1719
c6_pc9_s,3,5,250000.0,250000.0,500000.0,500000.0,0.0,30221.959032,1000000,56546,1719
c6_pc10_o,3,1,247828.0,247828.0,625014.0,374987.0,250027.0,30642.68387752796,1000001,73137,14534
c6_pc10_o,3,2,247816.0,247816.0,624854.0,375149.0,249705.0,30617.778121670915,1000003,80026,14477
c6_pc10_o,3,3,247788.0,247788.0,625303.0,374700.0,250603.0,30566.150483477813,1000003,80013,14446
c6_pc10_o,3,4,247818.0,247818.0,625439.0,374564.0,250875.0,30623.26255558515,1000003,74909,14456
c6_pc10_o,3,5,247839.0,247839.0,625171.0,374832.0,250339.0,30666.54315099722,1000003,80685,14521
Q-10020_v4,3,1,479873.0,10496.0,49003.0,11068.0,37935.0,7567518.893698958,1000002,26357,792
Q-10020_v4,3,2,479406.0,10607.0,49483.0,11187.0,38296.0,7709960.36777387,1000000,24688,799
Q-10020_v4,3,3,478334.0,10712.0,49977.0,11297.0,38680.0,7793776.4023255715,1000000,24136,811
Q-10020_v4,3,4,478969.0,10708.0,50070.0,11268.0,38802.0,7471410.820086477,1000000,23933,810
Q-10020_v4,3,5,479822.0,10644.0,49720.0,11235.0,38485.0,7573411.091165057,1000002,24032,805
c6_role0_o,3,1,237970.0,237970.0,564333.0,435667.0,128666.0,5260795.913131908,1000000,72823,373119
c6_role0_o,3,2,237926.0,237926.0,564366.0,435636.0,128730.0,5265028.403200995,1000002,70358,374604
c6_role0_o,3,3,237994.0,237994.0,564337.0,435665.0,128672.0,5261876.505743843,1000002,67941,372247
c6_role0_o,3,4,237921.0,237921.0,564201.0,435800.0,128401.0,5274378.154753048,1000001,68770,377981
c6_role0_o,3,5,237874.0,237874.0,564297.0,435704.0,128593.0,5258573.758283798,1000001,68130,371613
c6_pc11_o,3,1,247816.0,247816.0,625012.0,374990.0,250022.0,31464.191924653776,1000002,79995,15018
c6_pc11_o,3,2,247779.0,247779.0,625057.0,374944.0,250113.0,31553.34720860121,1000001,90925,15141
c6_pc11_o,3,3,247794.0,247794.0,624876.0,375126.0,249750.0,31526.629627836024,1000002,82698,15141
c6_pc11_o,3,4,247808.0,247808.0,624534.0,375466.0,249068.0,31525.562903538223,1000000,81046,15148
c6_pc11_o,3,5,247743.0,247743.0,624735.0,375266.0,249469.0,31506.14289001102,1000001,80787,15064
c6_pc3_s,3,1,250000.0,250000.0,500000.0,500000.0,0.0,36571.268076,1000000,73641,1659
c6_pc3_s,3,2,250000.0,250000.0,500000.0,500000.0,0.0,36491.317548,1000000,76614,1659
c6_pc3_s,3,3,250000.0,250000.0,500000.0,500000.0,0.0,36651.085884,1000000,73260,1659
c6_pc3_s,3,4,250000.0,250000.0,500000.0,500000.0,0.0,36603.200508,1000000,85052,1659
c6_pc3_s,3,5,250000.0,250000.0,500000.0,500000.0,0.0,36614.667516,1000000,68068,1659
SPO_s,3,1,500000.0,500000.0,1000000.0,1000000.0,0.0,1.0916931E7,1000000,19565,520685
SPO_s,3,2,500000.0,500000.0,1000000.0,1000000.0,0.0,1.0916931E7,1000000,20059,521786
SPO_s,3,3,500000.0,500000.0,1000000.0,1000000.0,0.0,1.0916931E7,1000000,19541,521637
SPO_s,3,4,500000.0,500000.0,1000000.0,1000000.0,0.0,1.0916931E7,1000000,18447,520324
SPO_s,3,5,500000.0,500000.0,1000000.0,1000000.0,0.0,1.0916931E7,1000000,18845,519801
c6_role0_s,3,1,250000.0,250000.0,500000.0,500000.0,0.0,5265367.771992,1000000,61241,58629
c6_role0_s,3,2,250000.0,250000.0,500000.0,500000.0,0.0,5274639.831084,1000000,61333,58629
c6_role0_s,3,3,250000.0,250000.0,500000.0,500000.0,0.0,5267117.261352,1000000,65600,58629
c6_role0_s,3,4,250000.0,250000.0,500000.0,500000.0,0.0,5260615.070736,1000000,63978,58629
c6_role0_s,3,5,250000.0,250000.0,500000.0,500000.0,0.0,5265152.486304,1000000,63177,58629
C6_role1_o,3,1,238859.0,238859.0,624017.0,375985.0,248032.0,2726799.7041727547,1000002,69406,153772
C6_role1_o,3,2,238946.0,238946.0,624697.0,375306.0,249391.0,2723792.178567542,1000003,69104,153331
C6_role1_o,3,3,238975.0,238975.0,624822.0,375180.0,249642.0,2731412.7625985984,1000002,68360,154240
C6_role1_o,3,4,238959.0,238959.0,624805.0,375198.0,249607.0,2715933.0305324346,1000003,68147,153877
C6_role1_o,3,5,238953.0,238953.0,624560.0,375442.0,249118.0,2711068.400760819,1000002,71836,153362
SPO_o,3,1,500000.0,500000.0,1000000.0,1000000.0,0.0,1.0916931E7,1000000,21492,1003795
SPO_o,3,2,500000.0,500000.0,1000000.0,1000000.0,0.0,1.0916931E7,1000000,21384,1007592
SPO_o,3,3,500000.0,500000.0,1000000.0,1000000.0,0.0,1.0916931E7,1000000,22019,1004767
SPO_o,3,4,500000.0,500000.0,1000000.0,1000000.0,0.0,1.0916931E7,1000000,21919,1011363
SPO_o,3,5,500000.0,500000.0,1000000.0,1000000.0,0.0,1.0916931E7,1000000,21687,1004608
c6_pc10_s,3,1,250000.0,250000.0,500000.0,500000.0,0.0,30617.10456,1000000,66410,1673
c6_pc10_s,3,2,250000.0,250000.0,500000.0,500000.0,0.0,30647.231944,1000000,72914,1673
c6_pc10_s,3,3,250000.0,250000.0,500000.0,500000.0,0.0,30663.94856,1000000,65411,1673
c6_pc10_s,3,4,250000.0,250000.0,500000.0,500000.0,0.0,30580.211564,1000000,75755,1673
c6_pc10_s,3,5,250000.0,250000.0,500000.0,500000.0,0.0,30593.167276,1000000,68326,1673
c6_pc12_s,3,1,250000.0,250000.0,500000.0,500000.0,0.0,30867.151776,1000000,81272,1711
c6_pc12_s,3,2,250000.0,250000.0,500000.0,500000.0,0.0,30900.297268,1000000,64613,1711
c6_pc12_s,3,3,250000.0,250000.0,500000.0,500000.0,0.0,30806.308616,1000000,70497,1711
c6_pc12_s,3,4,250000.0,250000.0,500000.0,500000.0,0.0,30911.808876,1000000,71097,1711
c6_pc12_s,3,5,250000.0,250000.0,500000.0,500000.0,0.0,30800.477528,1000000,67343,1711
Q-10169_v2,3,1,785967.0,7918.0,31524.0,7951.0,23573.0,384243.4992817765,1000001,25581,64
Q-10169_v2,3,2,784057.0,8030.0,31997.0,8055.0,23942.0,396121.67445989256,1000008,24462,65
Q-10169_v2,3,3,785029.0,7993.0,31821.0,8021.0,23800.0,389149.5251258234,1000008,24071,65
Q-10169_v2,3,4,783797.0,8034.0,31993.0,8067.0,23926.0,393671.5247927716,1000000,24331,65
Q-10169_v2,3,5,783800.0,8058.0,32099.0,8084.0,24015.0,385329.687833631,1000000,23491,65
c6_pc5_o,3,1,247781.0,247781.0,625065.0,374936.0,250129.0,31194.756341285247,1000001,84001,14687
c6_pc5_o,3,2,247728.0,247728.0,624953.0,375047.0,249906.0,31141.925478750887,1000000,81709,14646
c6_pc5_o,3,3,247729.0,247729.0,624905.0,375098.0,249807.0,31176.346192815538,1000003,81626,14619
c6_pc5_o,3,4,247781.0,247781.0,624878.0,375125.0,249753.0,31270.792905832168,1000003,80906,14711
c6_pc5_o,3,5,247758.0,247758.0,625046.0,374956.0,250090.0,31179.451601966433,1000002,82905,14623
c6_pc9_o,3,1,247748.0,247748.0,625706.0,374295.0,251411.0,30313.579871482314,1000001,85751,13964
c6_pc9_o,3,2,247812.0,247812.0,625689.0,374311.0,251378.0,30123.156057818025,1000000,89067,13852
c6_pc9_o,3,3,247819.0,247819.0,626021.0,373981.0,252040.0,30143.156347979777,1000002,87668,13831
c6_pc9_o,3,4,247756.0,247756.0,626126.0,373877.0,252249.0,30225.06773599832,1000003,80907,13851
c6_pc9_o,3,5,247789.0,247789.0,625530.0,374473.0,251057.0,30128.29694215643,1000003,80297,13816
Q-10078_v4,4,1,3344.0,45.0,1606.0,61.0,1545.0,3895012.951555024,10027,1048,3055
Q-10078_v4,4,2,3568.0,41.0,1468.0,61.0,1407.0,2320488.966367713,10003,345,2663
Q-10078_v4,4,3,3459.0,42.0,1480.0,65.0,1415.0,2469668.7291124603,10070,281,2476
Q-10078_v4,4,4,3650.0,40.0,1414.0,64.0,1350.0,2229877.0353424656,10062,300,2257
Q-10078_v4,4,5,3548.0,41.0,1432.0,65.0,1367.0,2041383.976888388,10003,274,2545
c6_pc3_o,4,1,454.0,454.0,7563.0,2446.0,5117.0,35920.63876651983,10009,1399,15929
c6_pc3_o,4,2,454.0,454.0,7484.0,2521.0,4963.0,37331.154185022024,10005,557,17713
c6_pc3_o,4,3,454.0,454.0,7454.0,2551.0,4903.0,35679.46255506608,10005,530,16183
c6_pc3_o,4,4,454.0,454.0,7544.0,2459.0,5085.0,36629.55066079295,10003,431,17769
c6_pc3_o,4,5,454.0,454.0,7564.0,2443.0,5121.0,37630.797356828196,10007,427,16511
c6_pc11_s,4,1,455.0,455.0,5005.0,5005.0,0.0,30963.112087912086,10010,1137,1686
c6_pc11_s,4,2,455.0,455.0,5005.0,5005.0,0.0,29684.716483516484,10010,370,1686
c6_pc11_s,4,3,455.0,455.0,5005.0,5005.0,0.0,32434.193406593407,10010,388,1686
c6_pc11_s,4,4,455.0,455.0,5005.0,5005.0,0.0,34060.905494505496,10010,374,1686
c6_pc11_s,4,5,455.0,455.0,5005.0,5005.0,0.0,30885.296703296703,10010,323,1686
c6_role2_o,4,1,452.0,452.0,7635.0,2382.0,5253.0,1879394.814159292,10017,1292,173960
c6_role2_o,4,2,452.0,452.0,7600.0,2405.0,5195.0,1865655.3097345133,10005,448,159755
c6_role2_o,4,3,451.0,451.0,7662.0,2346.0,5316.0,1840129.9955654102,10008,377,158542
c6_role2_o,4,4,452.0,452.0,7573.0,2446.0,5127.0,1830553.6991150442,10019,378,169334
c6_role2_o,4,5,452.0,452.0,7561.0,2447.0,5114.0,1846692.9115044249,10008,333,163452
c6_pc14_s,4,1,455.0,455.0,5005.0,5005.0,0.0,44376.896703296705,10010,1037,2586
c6_pc14_s,4,2,455.0,455.0,5005.0,5005.0,0.0,46923.112087912086,10010,382,2586
c6_pc14_s,4,3,455.0,455.0,5005.0,5005.0,0.0,50611.71428571428,10010,408,2586
c6_pc14_s,4,4,455.0,455.0,5005.0,5005.0,0.0,43802.86153846154,10010,381,2586
c6_pc14_s,4,5,455.0,455.0,5005.0,5005.0,0.0,45917.12967032967,10010,236,2586
c6_role2_s,4,1,455.0,455.0,5005.0,5005.0,0.0,1823579.0857142857,10010,1111,21268
c6_role2_s,4,2,455.0,455.0,5005.0,5005.0,0.0,1908697.8285714285,10010,352,21268
c6_role2_s,4,3,455.0,455.0,5005.0,5005.0,0.0,1926880.8,10010,316,21268
c6_role2_s,4,4,455.0,455.0,5005.0,5005.0,0.0,1816474.1714285715,10010,323,21268
c6_role2_s,4,5,455.0,455.0,5005.0,5005.0,0.0,1860318.9714285715,10010,342,21268
Q-10082_v4,4,1,4064.0,29.0,1019.0,43.0,976.0,2764351.685285433,10000,926,1695
Q-10082_v4,4,2,4262.0,25.0,889.0,32.0,857.0,1018798.3129985922,10001,280,1394
Q-10082_v4,4,3,3864.0,33.0,1136.0,51.0,1085.0,2954997.9764492754,10022,309,1688
Q-10082_v4,4,4,3913.0,33.0,1159.0,51.0,1108.0,2371290.4418604653,10021,295,1886
Q-10082_v4,4,5,3751.0,36.0,1276.0,48.0,1228.0,5293690.090375899,10000,284,2623
Q-10122_v3,4,1,2101.0,81.0,2517.0,108.0,2409.0,1946504.72013327,10059,1091,1889
Q-10122_v3,4,2,2468.0,76.0,2321.0,96.0,2225.0,1872779.482171799,10086,435,1619
Q-10122_v3,4,3,2170.0,80.0,2360.0,105.0,2255.0,2511555.0400921665,10085,387,1655
Q-10122_v3,4,4,2196.0,79.0,2461.0,100.0,2361.0,2122288.838797814,10025,356,1904
Q-10122_v3,4,5,2534.0,73.0,2218.0,93.0,2125.0,1507302.1740331491,10000,367,1407
Q-1003_v2,4,1,5663.0,41.0,1124.0,43.0,1081.0,195992.80964153275,10000,973,408
Q-1003_v2,4,2,5367.0,46.0,1252.0,48.0,1204.0,274220.22340227314,10019,331,484
Q-1003_v2,4,3,5629.0,42.0,1148.0,44.0,1104.0,184100.70172321904,10001,292,350
Q-1003_v2,4,4,6341.0,34.0,935.0,35.0,900.0,114165.06670872102,10000,254,318
Q-1003_v2,4,5,5420.0,46.0,1260.0,47.0,1213.0,217300.57490774908,10068,253,453
c6_pc14_o,4,1,454.0,454.0,7072.0,2943.0,4129.0,47072.035242290745,10015,1306,22755
c6_pc14_o,4,2,454.0,454.0,7150.0,2860.0,4290.0,45141.07929515419,10010,401,19088
c6_pc14_o,4,3,454.0,454.0,7051.0,2961.0,4090.0,46360.03083700441,10012,386,23301
c6_pc14_o,4,4,454.0,454.0,7027.0,2985.0,4042.0,47533.4140969163,10012,315,25076
c6_pc14_o,4,5,454.0,454.0,7125.0,2892.0,4233.0,46354.33480176212,10017,329,21336
Q-10122_v2,4,1,2144.0,78.0,1014.0,114.0,900.0,1874827.0116604478,10063,1101,2874
Q-10122_v2,4,2,2422.0,74.0,962.0,104.0,858.0,1846598.0289017342,10085,452,2465
Q-10122_v2,4,3,2200.0,77.0,1001.0,105.0,896.0,2411691.3750000005,10057,422,2611
Q-10122_v2,4,4,2272.0,76.0,988.0,103.0,885.0,1986569.3939260563,10052,417,2734
Q-10122_v2,4,5,2511.0,71.0,923.0,111.0,812.0,1477715.0573476702,10000,327,2085
Q-10025_v2,4,1,8256.0,3.0,180.0,3.0,177.0,281981.7732558139,10000,861,33
Q-10025_v2,4,2,8363.0,3.0,178.0,3.0,175.0,578451.6216668661,10000,284,57
Q-10025_v2,4,3,8416.0,3.0,175.0,3.0,172.0,121207.927756654,10000,250,28
Q-10025_v2,4,4,8691.0,0.0,0.0,0.0,0.0,0.0,10000,191,0
Q-10025_v2,4,5,8660.0,0.0,0.0,0.0,0.0,0.0,10000,193,0
C6_role1_s,4,1,455.0,455.0,5005.0,5005.0,0.0,2766518.10989011,10010,1147,31173
C6_role1_s,4,2,455.0,455.0,5005.0,5005.0,0.0,2786660.6637362638,10010,389,31173
C6_role1_s,4,3,455.0,455.0,5005.0,5005.0,0.0,2728699.4373626374,10010,370,31173
C6_role1_s,4,4,455.0,455.0,5005.0,5005.0,0.0,2824958.920879121,10010,302,31173
C6_role1_s,4,5,455.0,455.0,5005.0,5005.0,0.0,2803788.685714286,10010,303,31173
c6_pc5_s,4,1,455.0,455.0,5005.0,5005.0,0.0,31793.46153846154,10010,1147,1687
c6_pc5_s,4,2,455.0,455.0,5005.0,5005.0,0.0,29902.53846153846,10010,369,1687
c6_pc5_s,4,3,455.0,455.0,5005.0,5005.0,0.0,31704.476923076923,10010,326,1687
