query_name,Execution_time_1,Execution_time_2,Execution_time_3,Execution_time_4,Execution_time_5,Execution_time_6,Execution_time_7,Execution_time_8,Execution_time_9,cd_1,cd_2,cd_3,cd_4,cd_5,cd_6,cd_7,cd_8,cd_9,triple_count,?var,CD_GT,CA,RE_cd_1,RE_cd_2,RE_cd_3,RE_cd_4,RE_cd_5,RE_cd_6,RE_cd_7,RE_cd_8,RE_cd_9
query_548,1535.4,10906.0,104529.2,607.2,4065.8,34243.6,350.0,2156.4,19169.2,2691994.4,3295835.6,4833718.6,2185165.4,2887616.8,3704358.4,4403841.2,2930208.6,2708358.8,2,?x1,9698500,13668423,72.24318812187451,66.01705830798578,50.16014229004485,77.46903748002268,70.22615043563438,61.80483167500128,54.59255348765273,69.78699180285611,72.07445687477446
query_595,1522.4,11344.2,107809.6,587.8,3634.8,32472.4,358.2,2141.6,19298.4,5027520.6,5035169.2,5034922.0,5022730.2,5030684.6,5031734.0,5050364.6,5008087.4,5024098.0,2,?x1,5109648,5190655,1.607300542033431,1.4576111700845111,1.4624490767270075,1.701052596969494,1.5453784683406837,1.5248408500937833,1.160224735637374,1.9876241964221337,1.6742836297138277
query_613,1246.8,8982.6,79595.2,675.0,4287.2,39673.2,364.8,2317.2,21340.2,4143623.6,4180157.8,4436450.0,4324526.6,4259446.2,4208498.8,4980813.6,4775534.4,3914918.0,2,?x2,10660966,20987077,61.132756637625526,60.79006536555881,58.38604118988842,59.43588414033025,60.04633914037433,60.524226416255345,53.279903528441984,55.20542509937655,63.27801814582281
query_629,1350.8,9915.8,87926.2,544.0,3522.2,31792.6,345.6,2143.8,18866.4,9181486.8,9181556.4,9181533.8,9181487.0,9181486.6,9181595.8,9181487.0,9181487.0,9181486.8,2,?x1,9181487,9185551,2.17829638330852e-06,0.0007558688478279447,0.0005097213556011685,0.0,4.356592786904006e-06,0.0011849932369423935,0.0,0.0,2.17829638330852e-06
query_632,1265.0,9134.4,84985.8,519.0,3493.4,28847.0,326.8,2096.8,18588.2,8008914.0,7981681.2,7986337.6,8033557.6,7964093.6,7978922.0,7828328.8,7875522.2,7964801.4,2,?x1,8202151,9312271,2.3559307796211018,2.6879510021212702,2.631180528132198,2.0554778862276537,2.9023776811716875,2.721590958274238,4.557611777691001,3.9822334409595705,2.8937482375050108
query_633,1302.8,10049.0,94869.0,542.2,3503.4,31567.2,337.0,2239.4,19203.0,31941357.0,31937214.2,31937745.2,31943862.0,31936163.0,31937562.8,31943862.0,31943862.0,31936778.8,2,?x1,31941664,34916061,0.0009611271347666797,0.013931021251744257,0.012268615686398634,0.006881294600055902,0.01722202074381598,0.01283965669415111,0.006881294600055902,0.006881294600055902,0.01529413120117742
query_637,468.0,3482.4,33934.2,477.4,3579.2,33580.4,466.2,3653.2,34950.8,0.0,191.6,216.2,0.0,191.6,223.4,0.0,192.4,246.2,4,?x5,27994204,30986476,100.0,99.99931557260923,99.9992276972762,100.0,99.99931557260923,99.99920197766653,100.0,99.99931271487485,99.99912053223589
query_638,799.4,4262.6,20796.4,413.6,2542.6,19869.0,260.4,1571.8,13885.4,5.8,4.0,3.0,43.6,32.2,21.0,620.8,424.4,294.0,4,?x3,13034,97279917,99.95550099739144,99.96931103268375,99.9769832745128,99.66549025625288,99.75295381310418,99.83888292158969,95.23707227251803,96.7439005677459,97.74436090225564
query_Q1085_o,1121.4,6983.4,37461.2,617.2,3889.8,36262.8,408.0,3123.2,20898.4,72.2,126.4,239.2,278.6,683.0,1305.8,145.4,1031.6,3917.0,2,?o,70065,132457,99.89695282951546,99.81959608934562,99.65860272604012,99.60236922857347,99.0251908941697,98.13630200528081,99.79247841290231,98.52765289374152,94.40947691429386
query_Q1439_o,1050.6,6469.8,36411.2,637.2,3848.2,35559.8,428.6,3079.4,22109.6,40.8,114.8,241.6,144.4,391.4,1265.2,97.2,662.4,2844.6,2,?o,70440,142603,99.94207836456557,99.83702441794435,99.65701306076092,99.79500283929586,99.4443498012493,98.2038614423623,99.86201022146508,99.0596252129472,95.9616695059625
query_Q176_o,1021.8,5876.8,36665.6,604.4,3725.0,30186.6,391.2,2516.6,20408.4,59.4,172.2,463.2,218.8,597.0,2156.4,90.6,644.4,3896.2,2,?o,70680,167560,99.91595925297115,99.75636672325977,99.3446519524618,99.69043576683644,99.15534804753821,96.94906621392191,99.87181663837012,99.08828522920204,94.48754951895869
query_Q1904_o,1053.0,6093.8,46034.8,632.4,4847.4,29405.8,432.6,2667.0,20050.2,164.0,337.0,1453.2,322.2,1159.6,4810.0,105.6,803.8,5153.6,2,?o,115846,311319,99.85843274692265,99.70909655922517,98.74557602334133,99.72187214060045,98.99901593494812,95.84793605303594,99.90884450045749,99.30614781692937,95.55133539353969
query_Q1974_o,1026.8,6828.4,44017.4,603.8,3721.2,31900.4,455.6,2525.4,20578.0,98.0,343.0,826.0,239.8,986.0,3780.0,100.6,748.2,4830.4,2,?o,95722,231782,99.89762019180543,99.64167067131903,99.13708447378869,99.74948287749942,98.96993376653225,96.05106454106685,99.89490399281252,99.21836150519212,94.95372014792838
query_Q21590062_o,1260.6,7662.4,43038.2,667.2,5267.8,41528.4,486.2,3159.4,28265.0,142.6,248.8,383.4,342.2,1111.4,2105.2,168.8,1181.2,5559.6,2,?o,88113,174667,99.83816235969721,99.71763530920522,99.56487691941031,99.61163505952584,98.7386651231941,97.61079522885386,99.80842781428393,98.65944866251292,93.69037485955533
query_Q3206_o,1039.6,8423.8,40196.4,629.8,3908.2,31482.2,413.0,2756.6,23562.4,86.4,223.0,441.2,247.2,868.6,2171.0,124.4,843.6,4388.0,2,?o,71832,159209,99.87971934513867,99.68955340238334,99.38578906337008,99.6558636819245,98.79078962022496,96.97767011916694,99.82681813119501,98.82559305045105,93.8913019267179
query_Q3224_o,1124.6,6666.4,48156.4,644.0,4999.8,31935.8,459.4,2648.2,20925.2,161.6,403.4,1354.2,382.0,1154.6,5002.4,167.2,1159.0,6087.8,2,?o,134725,306843,99.88005195769159,99.70057524587122,98.99484134347745,99.71645945444423,99.14299498979402,96.28695490814623,99.87589534236406,99.13972907775097,95.48131378734459
query_Q36074_o,1452.0,7185.2,42817.4,615.4,5775.8,36645.2,438.6,2672.0,22885.0,87.8,256.2,688.6,308.8,891.4,3038.8,146.2,914.0,5109.4,2,?o,101922,220216,99.91385569356959,99.74863130629305,99.32438531425993,99.69702321383018,99.12540962696966,97.01850434646101,99.85655697494163,99.10323580777457,94.98695080551795
query_Q9899_o,1118.8,6884.4,40696.4,587.0,3600.0,37137.2,389.0,2413.2,20847.0,75.2,166.0,352.6,249.4,737.8,1595.6,161.2,967.4,4549.2,2,?o,94010,181188,99.92000850973301,99.82342304010213,99.62493351771087,99.73470907350283,99.21518987341771,98.30273375172854,99.8285288799064,98.97096053611318,95.1609403254973
