query_name,Config,Run,WJ_SampleSize,CRAWD_SampleSize,∑Fµ_SampleSize,∑Fµ_success,∑Fµ_fail,N̂,Nb_Total_Scans,Execution_time,cd
query_3965_v2,1,1,1250.0,1250.0,2500.0,2500.0,0.0,5928710.000000001,10000,1808,3050.142240000003
query_3965_v2,1,2,1250.0,1250.0,2500.0,2500.0,0.0,5928710.000000001,10000,1269,3043.3514133333415
query_3965_v2,1,3,1250.0,1250.0,2500.0,2500.0,0.0,5928710.000000001,10000,928,3038.2582933333333
query_3965_v2,1,4,1250.0,1250.0,2500.0,2500.0,0.0,5928710.000000001,10000,778,3020.2201600000017
query_3965_v2,1,5,1250.0,1250.0,2500.0,2500.0,0.0,5928710.000000001,10000,744,3049.0811733333403
query_3872_v0,1,1,2237.0,1382.0,2764.0,2764.0,0.0,36382.025927581584,10002,2543,1597.6092981671882
query_3872_v0,1,2,2266.0,1367.0,2734.0,2734.0,0.0,36326.11032656664,10000,1180,1560.045013239188
query_3872_v0,1,3,2265.0,1368.0,2736.0,2736.0,0.0,36041.87549668874,10002,1214,1561.8754966887418
query_3872_v0,1,4,2242.0,1379.0,2758.0,2758.0,0.0,36335.49152542373,10000,1097,1590.5860838537021
query_3872_v0,1,5,2244.0,1378.0,2756.0,2756.0,0.0,36184.40909090909,10000,1086,1588.0160427807486
c6_role2_o,1,1,2412.0,2412.0,6475.0,3526.0,2949.0,1809755.1376451077,10001,2359,108272.65344576976
c6_role2_o,1,2,2415.0,2415.0,6489.0,3514.0,2975.0,1855459.0691511387,10003,991,114857.59297773779
c6_role2_o,1,3,2409.0,2409.0,6472.0,3529.0,2943.0,1878002.3628061437,10001,882,119301.81173340276
c6_role2_o,1,4,2412.0,2412.0,6498.0,3504.0,2994.0,1894844.7728026535,10002,798,118659.32554917416
c6_role2_o,1,5,2411.0,2411.0,6533.0,3470.0,3063.0,1837895.699709664,10003,828,112911.44697944715
query_9996_v2,1,1,8588.0,0.0,0.0,0.0,0.0,0.0,10000,691,0.0
query_9996_v2,1,2,8517.0,2.0,13.0,2.0,11.0,2497446.323353294,10000,247,7.5570271222261365
query_9996_v2,1,3,8476.0,2.0,12.0,2.0,10.0,704776.4417177913,10000,188,0.9458788615820234
query_9996_v2,1,4,8428.0,1.0,7.0,1.0,6.0,35580.683436165156,10000,179,0.7363334340078524
query_9996_v2,1,5,8623.0,0.0,0.0,0.0,0.0,0.0,10002,176,0.0
query_4957_v0,1,1,2237.0,1382.0,2764.0,2764.0,0.0,36382.025927581584,10002,2294,1597.6092981671882
query_4957_v0,1,2,2266.0,1367.0,2734.0,2734.0,0.0,36326.11032656664,10000,1073,1560.045013239188
query_4957_v0,1,3,2265.0,1368.0,2736.0,2736.0,0.0,36041.87549668874,10002,1018,1561.8754966887418
query_4957_v0,1,4,2242.0,1379.0,2758.0,2758.0,0.0,36335.49152542373,10000,804,1590.5860838537021
query_4957_v0,1,5,2244.0,1378.0,2756.0,2756.0,0.0,36184.40909090909,10000,951,1588.0160427807486
query_8423_v2,1,1,8588.0,0.0,0.0,0.0,0.0,0.0,10000,671,0.0
query_8423_v2,1,2,8517.0,2.0,13.0,2.0,11.0,2497446.323353294,10000,257,7.5570271222261365
query_8423_v2,1,3,8476.0,2.0,12.0,2.0,10.0,704776.4417177913,10000,194,0.9458788615820234
query_8423_v2,1,4,8428.0,1.0,7.0,1.0,6.0,35580.683436165156,10000,175,0.7363334340078524
query_8423_v2,1,5,8623.0,0.0,0.0,0.0,0.0,0.0,10002,163,0.0
query_4207_v7,1,1,8481.0,80.0,160.0,160.0,0.0,169673.85614903903,10000,1075,332.45077231458555
query_4207_v7,1,2,8627.0,69.0,138.0,138.0,0.0,188998.14303929525,10000,374,365.45241683087977
query_4207_v7,1,3,8629.0,65.0,130.0,130.0,0.0,77882.97485224243,10000,328,158.06339089118092
query_4207_v7,1,4,8609.0,65.0,130.0,130.0,0.0,144865.49610872343,10000,364,282.59449413404576
query_4207_v7,1,5,8674.0,62.0,124.0,124.0,0.0,121682.0163707632,10000,309,239.67892552455615
query_7351_v0,1,1,1430.0,932.0,1864.0,1864.0,0.0,29184.634965034966,10006,1921,29184.634965034966
query_7351_v0,1,2,1470.0,926.0,1852.0,1852.0,0.0,28207.72380952381,10006,881,28207.72380952381
query_7351_v0,1,3,1437.0,927.0,1854.0,1854.0,0.0,28886.661795407097,10004,767,28886.661795407097
query_7351_v0,1,4,1462.0,929.0,1858.0,1858.0,0.0,28453.961012311902,10009,827,28453.961012311902
query_7351_v0,1,5,1452.0,930.0,1860.0,1860.0,0.0,28680.76446280992,10002,1006,28680.76446280992
query_12015_v4,1,1,5131.0,38.0,178.0,42.0,136.0,5838928.68622101,10000,1038,266.76698316072975
query_12015_v4,1,2,5184.0,30.0,139.0,31.0,108.0,971818.3327546297,10001,311,204.99329594137345
query_12015_v4,1,3,5012.0,44.0,193.0,47.0,146.0,3205270.9245810057,10000,448,294.9192176326652
query_12015_v4,1,4,5133.0,46.0,216.0,47.0,169.0,2578634.6210792908,10000,377,333.84466833649594
query_12015_v4,1,5,5055.0,52.0,247.0,56.0,191.0,6072912.93768546,10000,393,397.8563246791205
query_6102_v6,1,1,2255.0,23.0,68.0,25.0,43.0,4467.90066518847,10000,911,124.24922394678492
query_6102_v6,1,2,2231.0,35.0,104.0,37.0,67.0,6296.378305692515,10000,305,186.88368444643658
query_6102_v6,1,3,2234.0,41.0,119.0,48.0,71.0,7605.656669650851,10005,311,197.297448522829
query_6102_v6,1,4,2230.0,27.0,80.0,29.0,51.0,5047.481165919283,10004,285,161.53991031390134
query_6102_v6,1,5,2243.0,40.0,118.0,44.0,74.0,8042.504235399019,10003,267,210.31431119037003
query_11914_v2,1,1,1250.0,1250.0,2500.0,2500.0,0.0,4260060.0,10000,2255,2632.95946666665
query_11914_v2,1,2,1250.0,1250.0,2500.0,2500.0,0.0,4260060.0,10000,1161,2641.191466666652
query_11914_v2,1,3,1250.0,1250.0,2500.0,2500.0,0.0,4260060.0,10000,1000,2608.629333333317
query_11914_v2,1,4,1250.0,1250.0,2500.0,2500.0,0.0,4260060.0,10000,1010,2618.6906666666505
query_11914_v2,1,5,1250.0,1250.0,2500.0,2500.0,0.0,4260060.0,10000,1129,2609.5439999999817
query_2023_v9,1,1,3040.0,72.0,264.0,85.0,179.0,223044.6197368421,10003,1022,1688.3910644650532
query_2023_v9,1,2,3170.0,44.0,166.0,49.0,117.0,209532.89589905363,10000,350,689.4038079750479
query_2023_v9,1,3,3128.0,63.0,229.0,74.0,155.0,192633.62148337596,10001,350,1014.7210751250517
query_2023_v9,1,4,3207.0,50.0,187.0,62.0,125.0,108374.36856875585,10002,269,1048.3872457907762
query_2023_v9,1,5,3079.0,61.0,220.0,72.0,148.0,185092.74569665475,10002,315,966.0080790086982
query_7029_v0,1,1,2237.0,1382.0,2764.0,2764.0,0.0,36382.025927581584,10002,2468,1597.6092981671882
query_7029_v0,1,2,2266.0,1367.0,2734.0,2734.0,0.0,36326.11032656664,10000,1192,1560.045013239188
query_7029_v0,1,3,2265.0,1368.0,2736.0,2736.0,0.0,36041.87549668874,10002,1076,1561.8754966887418
query_7029_v0,1,4,2242.0,1379.0,2758.0,2758.0,0.0,36335.49152542373,10000,1022,1590.5860838537021
query_7029_v0,1,5,2244.0,1378.0,2756.0,2756.0,0.0,36184.40909090909,10000,855,1588.0160427807486
query_517_v2,1,1,8588.0,0.0,0.0,0.0,0.0,0.0,10000,650,0.0
query_517_v2,1,2,8517.0,2.0,13.0,2.0,11.0,2497446.323353294,10000,282,7.5570271222261365
query_517_v2,1,3,8476.0,2.0,12.0,2.0,10.0,704776.4417177913,10000,234,0.9458788615820234
query_517_v2,1,4,8428.0,1.0,7.0,1.0,6.0,35580.683436165156,10000,233,0.7363334340078524
query_517_v2,1,5,8623.0,0.0,0.0,0.0,0.0,0.0,10002,168,0.0
query_6731_v0,1,1,2744.0,396.0,792.0,792.0,0.0,4113.9795918367345,10000,1611,4113.9795918367345
query_6731_v0,1,2,2563.0,439.0,878.0,878.0,0.0,4739.953179867343,10000,911,4739.953179867343
query_6731_v0,1,3,2672.0,413.0,826.0,826.0,0.0,4322.761976047904,10007,938,4322.761976047904
query_6731_v0,1,4,2645.0,424.0,848.0,848.0,0.0,4567.5674858223065,10007,703,4567.5674858223065
query_6731_v0,1,5,2691.0,410.0,820.0,820.0,0.0,4275.571906354515,10000,876,4275.571906354515
query_3670_v3,1,1,8524.0,35.0,138.0,35.0,103.0,1253933.1731581418,10000,984,97.37962694110144
query_3670_v3,1,2,8779.0,21.0,107.0,21.0,86.0,1753778.8768652466,10000,306,90.07375810826397
query_3670_v3,1,3,8568.0,34.0,133.0,34.0,99.0,1163799.8081232493,10000,366,143.60021181337737
query_3670_v3,1,4,8842.0,17.0,80.0,17.0,63.0,901247.8846414838,10000,323,45.34334846118415
query_3670_v3,1,5,8731.0,27.0,117.0,27.0,90.0,540145.4687893712,10011,282,85.98107665034482
query_3670_v5,1,1,8457.0,34.0,102.0,34.0,68.0,1177351.3482322337,10000,1082,305.112340720424
query_3670_v5,1,2,8734.0,21.0,63.0,21.0,42.0,1762814.8339821387,10000,327,189.56856718514584
query_3670_v5,1,3,8473.0,34.0,102.0,34.0,68.0,1176848.431016169,10000,345,326.6787291970515
query_3670_v5,1,4,8814.0,17.0,51.0,17.0,34.0,904110.9366916269,10000,309,143.12502050740048
query_3670_v5,1,5,8658.0,27.0,81.0,27.0,54.0,544699.7098637099,10014,334,278.93133954716507
query_11284_v6,1,1,2255.0,23.0,68.0,25.0,43.0,4467.90066518847,10000,946,124.24922394678492
query_11284_v6,1,2,2231.0,35.0,104.0,37.0,67.0,6296.378305692515,10000,323,186.88368444643658
query_11284_v6,1,3,2234.0,41.0,119.0,48.0,71.0,7605.656669650851,10005,301,197.297448522829
query_11284_v6,1,4,2230.0,27.0,80.0,29.0,51.0,5047.481165919283,10004,257,161.53991031390134
query_11284_v6,1,5,2243.0,40.0,118.0,44.0,74.0,8042.504235399019,10003,290,210.31431119037003
query_3713_v2,1,1,8460.0,34.0,102.0,34.0,68.0,1176933.8477541371,10000,1070,305.0041448549203
query_3713_v2,1,2,8740.0,21.0,63.0,21.0,42.0,1761604.6636155606,10000,333,189.43842858067092
query_3713_v2,1,3,8478.0,34.0,102.0,34.0,68.0,1176154.3708421797,10000,365,326.4860665825215
query_3713_v2,1,4,8813.0,17.0,51.0,17.0,34.0,904213.525019857,10000,293,143.14126072304865
query_3713_v2,1,5,8660.0,27.0,81.0,27.0,54.0,544573.9131639723,10014,301,278.866921223944
c6_role1_o,1,1,2394.0,2394.0,6255.0,3745.0,2510.0,2743549.5325814537,10000,1952,154862.04446755553
c6_role1_o,1,2,2383.0,2383.0,6249.0,3754.0,2495.0,2741130.974402014,10003,969,143232.38864645854
c6_role1_o,1,3,2392.0,2392.0,6258.0,3744.0,2514.0,2691473.170986622,10002,1006,158982.4637726078
c6_role1_o,1,4,2392.0,2392.0,6248.0,3752.0,2496.0,2684448.820234114,10000,806,141523.27958377352
c6_role1_o,1,5,2393.0,2393.0,6235.0,3767.0,2468.0,2740345.089427497,10002,726,163014.69537807885
query_10962_v0,1,1,1430.0,932.0,1864.0,1864.0,0.0,29184.634965034966,10006,2070,29184.634965034966
query_10962_v0,1,2,1470.0,926.0,1852.0,1852.0,0.0,28207.72380952381,10006,951,28207.72380952381
query_10962_v0,1,3,1437.0,927.0,1854.0,1854.0,0.0,28886.661795407097,10004,1005,28886.661795407097
query_10962_v0,1,4,1462.0,929.0,1858.0,1858.0,0.0,28453.961012311902,10009,935,28453.961012311902
query_10962_v0,1,5,1452.0,930.0,1860.0,1860.0,0.0,28680.76446280992,10002,885,28680.76446280992
query_5437_v6,1,1,1946.0,395.0,1315.0,395.0,920.0,731288.3309352518,10015,1526,2.7993132998610504
query_5437_v6,1,2,2014.0,381.0,1265.0,381.0,884.0,699883.7398212512,10001,757,2.611173907033796
query_5437_v6,1,3,2067.0,375.0,1252.0,375.0,877.0,632980.4586357039,10016,570,2.488566433549064
query_5437_v6,1,4,1963.0,394.0,1320.0,394.0,926.0,708553.8339276618,10014,504,2.772140396301931
query_5437_v6,1,5,2022.0,380.0,1296.0,380.0,916.0,662902.3264094956,10002,506,2.6380422014821483
SPO_p,1,1,5000.0,5000.0,10000.0,10000.0,0.0,1.0916931E7,10000,989,69.03565477487577
SPO_p,1,2,5000.0,5000.0,10000.0,10000.0,0.0,1.0916931E7,10000,299,89.13761629497145
SPO_p,1,3,5000.0,5000.0,10000.0,10000.0,0.0,1.0916931E7,10000,248,76.66943936721842
SPO_p,1,4,5000.0,5000.0,10000.0,10000.0,0.0,1.0916931E7,10000,211,138.18899966734156
SPO_p,1,5,5000.0,5000.0,10000.0,10000.0,0.0,1.0916931E7,10000,249,80.41024927742431
query_3822_v6,1,1,1250.0,503.0,1681.0,503.0,1178.0,712329.412,10005,1629,3.0783828398665976
query_3822_v6,1,2,1231.0,507.0,1683.0,507.0,1176.0,825662.0674248579,10003,1061,3.1516420013372515
query_3822_v6,1,3,1232.0,503.0,1688.0,503.0,1185.0,790112.2889610389,10004,1038,3.194522743715605
query_3822_v6,1,4,1243.0,503.0,1684.0,503.0,1181.0,737055.7763475463,10000,789,3.027661566797759
query_3822_v6,1,5,1229.0,502.0,1700.0,502.0,1198.0,699033.4662327095,10004,868,3.1390203410010065
query_5968_v2,1,1,8588.0,0.0,0.0,0.0,0.0,0.0,10000,699,0.0
query_5968_v2,1,2,8517.0,2.0,13.0,2.0,11.0,2497446.323353294,10000,276,7.5570271222261365
query_5968_v2,1,3,8476.0,2.0,12.0,2.0,10.0,704776.4417177913,10000,237,0.9458788615820234
query_5968_v2,1,4,8428.0,1.0,7.0,1.0,6.0,35580.683436165156,10000,222,0.7363334340078524
query_5968_v2,1,5,8623.0,0.0,0.0,0.0,0.0,0.0,10002,162,0.0
query_3713_v5,1,1,8457.0,34.0,102.0,34.0,68.0,1177351.3482322337,10000,1031,305.112340720424
query_3713_v5,1,2,8734.0,21.0,63.0,21.0,42.0,1762814.8339821387,10000,296,189.56856718514584
query_3713_v5,1,3,8473.0,34.0,102.0,34.0,68.0,1176848.431016169,10000,338,326.6787291970515
query_3713_v5,1,4,8814.0,17.0,51.0,17.0,34.0,904110.9366916269,10000,345,143.12502050740048
query_3713_v5,1,5,8658.0,27.0,81.0,27.0,54.0,544699.7098637099,10014,304,278.93133954716507
query_6934_v7,1,1,8824.0,57.0,114.0,114.0,0.0,121592.245693563,10000,1132,232.96826835902084
query_6934_v7,1,2,8771.0,59.0,118.0,118.0,0.0,214056.2827499715,10000,407,407.1896020978224
query_6934_v7,1,3,8883.0,52.0,104.0,104.0,0.0,130853.74580659687,10000,295,250.47236294044805
query_6934_v7,1,4,8997.0,45.0,90.0,90.0,0.0,79505.22796487718,10000,309,152.80804712682004
query_6934_v7,1,5,8855.0,58.0,116.0,116.0,0.0,151461.21648785996,10000,297,289.74342179559574
query_9351_v2,1,1,8588.0,0.0,0.0,0.0,0.0,0.0,10000,718,0.0
query_9351_v2,1,2,8517.0,2.0,13.0,2.0,11.0,2497446.323353294,10000,271,7.5570271222261365
query_9351_v2,1,3,8476.0,2.0,12.0,2.0,10.0,704776.4417177913,10000,228,0.9458788615820234
query_9351_v2,1,4,8428.0,1.0,7.0,1.0,6.0,35580.683436165156,10000,233,0.7363334340078524
query_9351_v2,1,5,8623.0,0.0,0.0,0.0,0.0,0.0,10002,159,0.0
query_4711_v2,1,1,7861.0,80.0,320.0,80.0,240.0,692101.9946571683,10000,1161,83.0660031103172
query_4711_v2,1,2,7877.0,77.0,308.0,78.0,230.0,643981.0581439635,10001,380,72.4295322368074
query_4711_v2,1,3,7632.0,96.0,382.0,97.0,285.0,974293.2802672955,10000,430,91.1313272484161
query_4711_v2,1,4,7810.0,77.0,308.0,78.0,230.0,793415.304737516,10000,336,68.62038654540032
query_4711_v2,1,5,7887.0,77.0,306.0,77.0,229.0,1033694.2646126538,10000,355,74.76570524533854
query_12128_v0,1,1,1430.0,932.0,1864.0,1864.0,0.0,29184.634965034966,10006,2131,29184.634965034966
query_12128_v0,1,2,1470.0,926.0,1852.0,1852.0,0.0,28207.72380952381,10006,1012,28207.72380952381
query_12128_v0,1,3,1437.0,927.0,1854.0,1854.0,0.0,28886.661795407097,10004,891,28886.661795407097
query_12128_v0,1,4,1462.0,929.0,1858.0,1858.0,0.0,28453.961012311902,10009,871,28453.961012311902
query_12128_v0,1,5,1452.0,930.0,1860.0,1860.0,0.0,28680.76446280992,10002,793,28680.76446280992
query_10810_v0,1,1,1430.0,932.0,1864.0,1864.0,0.0,29184.634965034966,10006,2374,29184.634965034966
query_10810_v0,1,2,1470.0,926.0,1852.0,1852.0,0.0,28207.72380952381,10006,971,28207.72380952381
query_10810_v0,1,3,1437.0,927.0,1854.0,1854.0,0.0,28886.661795407097,10004,881,28886.661795407097
query_10810_v0,1,4,1462.0,929.0,1858.0,1858.0,0.0,28453.961012311902,10009,925,28453.961012311902
query_10810_v0,1,5,1452.0,930.0,1860.0,1860.0,0.0,28680.76446280992,10002,975,28680.76446280992
c6_role0_o,1,1,2377.0,2377.0,5636.0,4367.0,1269.0,5230486.21792175,10003,1986,390690.17358433804
c6_role0_o,1,2,2394.0,2394.0,5641.0,4362.0,1279.0,5167090.8320802,10003,950,370389.2864450201
c6_role0_o,1,3,2374.0,2374.0,5644.0,4356.0,1288.0,5201385.090985678,10000,783,390370.61096625077
c6_role0_o,1,4,2374.0,2374.0,5618.0,4385.0,1233.0,5275227.00758214,10003,777,392092.63578391535
c6_role0_o,1,5,2382.0,2382.0,5676.0,4326.0,1350.0,5260488.255667507,10002,759,378212.40068583447
query_6926_v2,1,1,1250.0,1250.0,2500.0,2500.0,0.0,4260060.0,10000,2060,2632.95946666665
query_6926_v2,1,2,1250.0,1250.0,2500.0,2500.0,0.0,4260060.0,10000,946,2641.191466666652
query_6926_v2,1,3,1250.0,1250.0,2500.0,2500.0,0.0,4260060.0,10000,887,2608.629333333317
query_6926_v2,1,4,1250.0,1250.0,2500.0,2500.0,0.0,4260060.0,10000,713,2618.6906666666505
query_6926_v2,1,5,1250.0,1250.0,2500.0,2500.0,0.0,4260060.0,10000,631,2609.5439999999817
query_2740_v2,1,1,1250.0,1250.0,2500.0,2500.0,0.0,4260060.0,10000,1876,2632.95946666665
query_2740_v2,1,2,1250.0,1250.0,2500.0,2500.0,0.0,4260060.0,10000,748,2641.191466666652
query_2740_v2,1,3,1250.0,1250.0,2500.0,2500.0,0.0,4260060.0,10000,616,2608.629333333317
query_2740_v2,1,4,1250.0,1250.0,2500.0,2500.0,0.0,4260060.0,10000,564,2618.6906666666505
query_2740_v2,1,5,1250.0,1250.0,2500.0,2500.0,0.0,4260060.0,10000,672,2609.5439999999817
query_6731_v6,1,1,2618.0,386.0,1124.0,669.0,455.0,4206.320855614973,10000,1544,2170.2673796791446
query_6731_v6,1,2,2457.0,426.0,1217.0,731.0,486.0,4789.264957264957,10000,781,2548.290598290598
query_6731_v6,1,3,2584.0,398.0,1110.0,705.0,405.0,4360.0356037151705,10011,626,2106.2414860681115
query_6731_v6,1,4,2574.0,400.0,1161.0,690.0,471.0,4420.540792540793,10003,431,2293.04662004662
query_6731_v6,1,5,2627.0,391.0,1070.0,691.0,379.0,4174.835173201371,10009,421,1992.0822230681385
query_8831_v6,1,1,2341.0,22.0,65.0,26.0,39.0,4368.493378897907,10000,950,104.21529260999573
query_8831_v6,1,2,2377.0,19.0,56.0,20.0,36.0,3110.380311316786,10003,264,97.82583087925957
query_8831_v6,1,3,2340.0,26.0,77.0,29.0,48.0,4228.224786324787,10005,230,110.16517094017094
query_8831_v6,1,4,2346.0,19.0,57.0,19.0,38.0,3285.1283034953112,10001,213,112.11764705882354
query_8831_v6,1,5,2352.0,23.0,69.0,26.0,43.0,3631.6917517006805,10000,212,116.08609693877551
query_3670_v2,1,1,8460.0,34.0,102.0,34.0,68.0,1176933.8477541371,10000,924,305.0041448549203
query_3670_v2,1,2,8740.0,21.0,63.0,21.0,42.0,1761604.6636155606,10000,304,189.43842858067092
query_3670_v2,1,3,8478.0,34.0,102.0,34.0,68.0,1176154.3708421797,10000,368,326.4860665825215
query_3670_v2,1,4,8813.0,17.0,51.0,17.0,34.0,904213.525019857,10000,347,143.14126072304865
query_3670_v2,1,5,8660.0,27.0,81.0,27.0,54.0,544573.9131639723,10014,299,278.866921223944
SPO_s,1,1,5000.0,5000.0,10000.0,10000.0,0.0,1.0916931E7,10000,963,509114.71637861547
SPO_s,1,2,5000.0,5000.0,10000.0,10000.0,0.0,1.0916931E7,10000,267,555977.8152360375
SPO_s,1,3,5000.0,5000.0,10000.0,10000.0,0.0,1.0916931E7,10000,220,527912.8522670607
SPO_s,1,4,5000.0,5000.0,10000.0,10000.0,0.0,1.0916931E7,10000,230,539855.324943003
SPO_s,1,5,5000.0,5000.0,10000.0,10000.0,0.0,1.0916931E7,10000,190,524615.1683267258
query_4564_v9,1,1,3024.0,84.0,297.0,97.0,200.0,938584.8677248678,10001,1112,3989.2453163885707
query_4564_v9,1,2,2988.0,81.0,293.0,100.0,193.0,1122615.3045515395,10001,395,3146.6318381539013
query_4564_v9,1,3,3007.0,79.0,306.0,93.0,213.0,594925.2989690722,10001,384,3286.2404666865655
query_4564_v9,1,4,2990.0,86.0,330.0,97.0,233.0,795998.5913043479,10001,380,3324.6491666513148
query_4564_v9,1,5,2961.0,85.0,317.0,97.0,220.0,897364.087808173,10006,282,3805.736505620925
query_4046_v4,1,1,5131.0,38.0,178.0,42.0,136.0,5838928.68622101,10000,924,266.76698316072975
query_4046_v4,1,2,5184.0,30.0,139.0,31.0,108.0,971818.3327546297,10001,318,204.99329594137345
query_4046_v4,1,3,5012.0,44.0,193.0,47.0,146.0,3205270.9245810057,10000,336,294.9192176326652
query_4046_v4,1,4,5133.0,46.0,216.0,47.0,169.0,2578634.6210792908,10000,336,333.84466833649594
query_4046_v4,1,5,5055.0,52.0,247.0,56.0,191.0,6072912.93768546,10000,329,397.8563246791205
query_11405_v7,1,1,8282.0,106.0,212.0,212.0,0.0,32601.777348466552,10000,1138,134.20671335426226
query_11405_v7,1,2,8246.0,109.0,218.0,218.0,0.0,30069.681057482416,10000,473,127.62733446519525
query_11405_v7,1,3,8433.0,94.0,188.0,188.0,0.0,45296.4674493063,10000,435,179.80789754535752
query_11405_v7,1,4,8442.0,92.0,184.0,184.0,0.0,50557.24946695096,10000,379,198.74200426439234
query_11405_v7,1,5,8377.0,99.0,198.0,198.0,0.0,34893.98949504596,10008,371,141.2044884803629
c6_role0_s,1,1,2500.0,2500.0,5000.0,5000.0,0.0,5248022.4996,10000,2003,58629.0
c6_role0_s,1,2,2500.0,2500.0,5000.0,5000.0,0.0,5145961.1364,10000,810,58629.0
c6_role0_s,1,3,2500.0,2500.0,5000.0,5000.0,0.0,5315398.9464,10000,711,58629.0
c6_role0_s,1,4,2500.0,2500.0,5000.0,5000.0,0.0,5299404.9552,10000,789,58629.0
c6_role0_s,1,5,2500.0,2500.0,5000.0,5000.0,0.0,5257919.0748,10000,733,58629.0
query_3919_v9,1,1,3040.0,72.0,264.0,85.0,179.0,223044.6197368421,10003,1076,1688.3910644650532
query_3919_v9,1,2,3170.0,44.0,166.0,49.0,117.0,209532.89589905363,10000,332,689.4038079750479
query_3919_v9,1,3,3128.0,63.0,229.0,74.0,155.0,192633.62148337596,10001,357,1014.7210751250517
query_3919_v9,1,4,3207.0,50.0,187.0,62.0,125.0,108374.36856875585,10002,325,1048.3872457907762
query_3919_v9,1,5,3079.0,61.0,220.0,72.0,148.0,185092.74569665475,10002,345,966.0080790086982
query_10892_v0,1,1,2237.0,1382.0,2764.0,2764.0,0.0,36382.025927581584,10002,2236,1597.6092981671882
query_10892_v0,1,2,2266.0,1367.0,2734.0,2734.0,0.0,36326.11032656664,10000,844,1560.045013239188
query_10892_v0,1,3,2265.0,1368.0,2736.0,2736.0,0.0,36041.87549668874,10002,735,1561.8754966887418
query_10892_v0,1,4,2242.0,1379.0,2758.0,2758.0,0.0,36335.49152542373,10000,745,1590.5860838537021
query_10892_v0,1,5,2244.0,1378.0,2756.0,2756.0,0.0,36184.40909090909,10000,806,1588.0160427807486
query_8341_v2,1,1,1250.0,1250.0,2500.0,2500.0,0.0,5928710.000000001,10000,2418,3050.142240000003
query_8341_v2,1,2,1250.0,1250.0,2500.0,2500.0,0.0,5928710.000000001,10000,1275,3043.3514133333415
query_8341_v2,1,3,1250.0,1250.0,2500.0,2500.0,0.0,5928710.000000001,10000,1173,3038.2582933333333
query_8341_v2,1,4,1250.0,1250.0,2500.0,2500.0,0.0,5928710.000000001,10000,1049,3020.2201600000017
query_8341_v2,1,5,1250.0,1250.0,2500.0,2500.0,0.0,5928710.000000001,10000,1148,3049.0811733333403
