query_name,Config,Run,BigN_SampleSize,CHAOLEE_SampleSize,Nb_Total_Scans,Execution_time,cd
query_10962_v0,1,3,1447.0,919.0,10000,1000,28903.65307532826
query_10962_v0,1,4,1492.0,919.0,10007,964,28001.881367292226
query_10962_v0,1,5,1490.0,916.0,10000,961,28099.573825503358
query_5437_v6,1,1,1982.0,383.0,10015,1813,3.1416815566198792
query_5437_v6,1,2,2062.0,366.0,10001,921,2.9879375671171826
query_5437_v6,1,3,2089.0,367.0,10016,731,2.887685282761703
query_5437_v6,1,4,1974.0,387.0,10014,733,3.280790896727363
query_5437_v6,1,5,2056.0,371.0,10002,571,3.0960837804982857
SPO_p,1,1,9936.0,64.0,10000,869,64.08537726646468
SPO_p,1,2,9934.0,66.0,10000,221,66.06707208829611
SPO_p,1,3,9933.0,67.0,10000,186,67.06910920380771
SPO_p,1,4,9931.0,69.0,10000,198,69.06506087526257
SPO_p,1,5,9936.0,64.0,10000,165,64.08422517856549
query_3822_v6,1,1,1279.0,490.0,10001,1761,3.317565934271239
query_3822_v6,1,2,1232.0,504.0,10003,982,3.5166178161923503
query_3822_v6,1,3,1264.0,492.0,10009,734,3.4923973852090975
query_3822_v6,1,4,1262.0,490.0,10003,804,3.316093354066455
query_3822_v6,1,5,1235.0,496.0,10000,887,3.460268031485622
query_5968_v2,1,1,8588.0,0.0,10000,711,0.0
query_5968_v2,1,2,8517.0,2.0,10000,304,6.557750808543342
query_5968_v2,1,3,8476.0,2.0,10000,198,0.9448541670703674
query_5968_v2,1,4,8428.0,1.0,10000,186,0.7363334340078524
query_5968_v2,1,5,8623.0,0.0,10002,151,0.0
query_3713_v5,1,1,8457.0,34.0,10000,1158,257.08837763653025
query_3713_v5,1,2,8734.0,21.0,10000,350,185.69659554905164
query_3713_v5,1,3,8473.0,34.0,10000,410,258.01145625132835
query_3713_v5,1,4,8814.0,17.0,10000,341,114.77801645206836
query_3713_v5,1,5,8658.0,27.0,10014,340,234.97066372848042
query_6934_v7,1,1,9083.0,16.0,10000,826,295.86741682546216
query_6934_v7,1,2,8992.0,25.0,10000,367,467.8187087412826
query_6934_v7,1,3,9104.0,17.0,10000,222,313.7523672993861
query_6934_v7,1,4,9212.0,12.0,10000,209,218.32140303528138
query_6934_v7,1,5,9090.0,19.0,10000,258,374.8097170408944
query_9351_v2,1,1,8588.0,0.0,10000,714,0.0
query_9351_v2,1,2,8517.0,2.0,10000,275,6.557750808543342
query_9351_v2,1,3,8476.0,2.0,10000,246,0.9448541670703674
query_9351_v2,1,4,8428.0,1.0,10000,198,0.7363334340078524
query_9351_v2,1,5,8623.0,0.0,10002,167,0.0
query_4711_v2,1,1,7861.0,80.0,10000,1084,84.16724493615186
query_4711_v2,1,2,7877.0,77.0,10001,416,69.93663301522126
query_4711_v2,1,3,7632.0,96.0,10000,461,96.0912325891669
query_4711_v2,1,4,7819.0,76.0,10000,312,67.60382310270877
query_4711_v2,1,5,7887.0,77.0,10000,363,78.86241798027247
query_12128_v0,1,1,1431.0,925.0,10006,2444,29477.16142557652
query_12128_v0,1,2,1500.0,910.0,10000,1133,27942.096
query_12128_v0,1,3,1447.0,919.0,10000,935,28903.65307532826
query_12128_v0,1,4,1492.0,919.0,10007,968,28001.881367292226
query_12128_v0,1,5,1490.0,916.0,10000,1090,28099.573825503358
query_10810_v0,1,1,1431.0,925.0,10006,2344,29477.16142557652
query_10810_v0,1,2,1500.0,910.0,10000,989,27942.096
query_10810_v0,1,3,1447.0,919.0,10000,1011,28903.65307532826
query_10810_v0,1,4,1492.0,919.0,10007,1013,28001.881367292226
query_10810_v0,1,5,1490.0,916.0,10000,767,28099.573825503358
c6_role0_o,1,1,2489.0,2276.0,10003,2637,28465.07057864293
c6_role0_o,1,2,2505.0,2294.0,10003,1540,27515.31731210072
c6_role0_o,1,3,2481.0,2273.0,10000,1460,32607.78219884957
c6_role0_o,1,4,2486.0,2268.0,10001,1032,29798.57568325079
c6_role0_o,1,5,2489.0,2284.0,10000,993,28804.910650976737
query_6926_v2,1,1,1306.0,1195.0,10004,2284,2573.846153846154
query_6926_v2,1,2,1308.0,1193.0,10004,1104,2592.3281596452325
query_6926_v2,1,3,1310.0,1190.0,10000,1151,2560.664993726474
query_6926_v2,1,4,1309.0,1192.0,10004,988,2570.2090209020903
query_6926_v2,1,5,1305.0,1195.0,10000,732,2558.1838040255893
query_2740_v2,1,1,1306.0,1195.0,10004,2249,2573.846153846154
query_2740_v2,1,2,1308.0,1193.0,10004,1173,2592.3281596452325
query_2740_v2,1,3,1310.0,1190.0,10000,991,2560.664993726474
query_2740_v2,1,4,1309.0,1192.0,10004,1154,2570.2090209020903
query_2740_v2,1,5,1305.0,1195.0,10000,876,2558.1838040255893
query_6731_v6,1,1,2689.0,362.0,10000,1666,1727.9432505543064
query_6731_v6,1,2,2505.0,402.0,10000,775,2086.001838902839
query_6731_v6,1,3,2632.0,374.0,10011,654,1749.63538334801
query_6731_v6,1,4,2624.0,380.0,10003,591,1810.1532111127594
query_6731_v6,1,5,2660.0,374.0,10009,608,1628.6724071750202
query_8831_v6,1,1,2344.0,20.0,10000,845,96.09916968621732
query_8831_v6,1,2,2377.0,19.0,10003,279,83.94492317474281
query_8831_v6,1,3,2347.0,24.0,10005,307,106.42503724428728
query_8831_v6,1,4,2347.0,18.0,10001,221,106.69154262527321
query_8831_v6,1,5,2352.0,23.0,10000,243,108.38526421598053
query_3670_v2,1,1,8460.0,34.0,10000,1091,256.9972115451698
query_3670_v2,1,2,8740.0,21.0,10000,382,185.56911504867475
query_3670_v2,1,3,8478.0,34.0,10000,373,257.85929096691495
query_3670_v2,1,4,8813.0,17.0,10000,269,114.79104016890169
query_3670_v2,1,5,8660.0,27.0,10014,299,234.91639798627986
SPO_s,1,1,5054.0,4946.0,10000,1034,95191.91840613233
SPO_s,1,2,5066.0,4935.0,10001,331,94690.24148403844
SPO_s,1,3,5068.0,4932.0,10000,296,96758.9713725025
SPO_s,1,4,5069.0,4931.0,10000,252,96234.53728165441
SPO_s,1,5,5056.0,4944.0,10000,261,95651.39244086618
query_4564_v9,1,1,3028.0,83.0,10001,1078,4668.748410594749
query_4564_v9,1,2,2997.0,79.0,10001,475,6224.114416117449
query_4564_v9,1,3,3007.0,79.0,10001,427,4109.69588703862
query_4564_v9,1,4,2993.0,86.0,10001,450,4240.29616789131
query_4564_v9,1,5,2971.0,84.0,10006,462,3988.3416623007247
query_4046_v4,1,1,5131.0,38.0,10000,980,241.1846500897145
query_4046_v4,1,2,5192.0,28.0,10001,307,187.7661071930835
query_4046_v4,1,3,5015.0,43.0,10000,337,315.81741197365034
query_4046_v4,1,4,5133.0,46.0,10000,323,383.71943166529303
query_4046_v4,1,5,5055.0,52.0,10000,328,354.5881766797825
query_11405_v7,1,1,8820.0,23.0,10000,807,230.30115721893728
query_11405_v7,1,2,8786.0,22.0,10000,309,245.18625096142947
query_11405_v7,1,3,8842.0,30.0,10000,286,278.0987570194837
query_11405_v7,1,4,8804.0,32.0,10000,316,313.632767501769
query_11405_v7,1,5,8861.0,25.0,10001,227,229.47150848977316
c6_role0_s,1,1,2520.0,2480.0,10000,2555,58665.840067707155
c6_role0_s,1,2,2524.0,2476.0,10000,1408,58979.84508958152
c6_role0_s,1,3,2525.0,2476.0,10002,1108,58654.37826858716
c6_role0_s,1,4,2525.0,2475.0,10000,992,58505.32058542775
c6_role0_s,1,5,2531.0,2470.0,10002,931,58631.50741681678
query_3919_v9,1,1,3055.0,68.0,10003,1116,1518.5184282769721
query_3919_v9,1,2,3170.0,44.0,10000,332,921.9585713344059
query_3919_v9,1,3,3135.0,61.0,10001,483,2359.4246027899
query_3919_v9,1,4,3219.0,48.0,10002,328,1207.3798628772283
query_3919_v9,1,5,3084.0,60.0,10002,416,1156.5805675580182
query_10892_v0,1,1,2665.0,1013.0,10002,2111,1576.2395749196546
query_10892_v0,1,2,2697.0,1001.0,10000,817,1539.9919122382282
query_10892_v0,1,3,2649.0,1028.0,10004,913,1577.2016908045284
query_10892_v0,1,4,2668.0,1007.0,10000,894,1585.7326242527029
query_10892_v0,1,5,2642.0,1026.0,10004,814,1604.019696611829
query_8341_v2,1,1,1297.0,1203.0,10000,2426,2969.43982630273
query_8341_v2,1,2,1306.0,1195.0,10004,1025,2984.406088184529
query_8341_v2,1,3,1303.0,1197.0,10000,1026,2985.653032440057
query_8341_v2,1,4,1295.0,1205.0,10000,978,2978.0714285714294
query_8341_v2,1,5,1302.0,1199.0,10004,929,2988.768050117463
query_4042_v6,1,1,2344.0,20.0,10000,838,96.09916968621732
query_4042_v6,1,2,2377.0,19.0,10003,294,83.94492317474281
query_4042_v6,1,3,2347.0,24.0,10005,297,106.42503724428728
query_4042_v6,1,4,2347.0,18.0,10001,254,106.69154262527321
query_4042_v6,1,5,2352.0,23.0,10000,215,108.38526421598053
SPO_o,1,1,5204.0,4797.0,10001,1122,43800.96219895918
SPO_o,1,2,5210.0,4790.0,10000,395,43234.86984172655
SPO_o,1,3,5214.0,4787.0,10001,355,43811.7435522327
SPO_o,1,4,5211.0,4789.0,10000,324,43957.44477403375
SPO_o,1,5,5213.0,4788.0,10001,310,43943.315032539074
query_12087_v0,1,1,1431.0,925.0,10006,2465,29477.16142557652
query_12087_v0,1,2,1500.0,910.0,10000,1279,27942.096
query_12087_v0,1,3,1447.0,919.0,10000,894,28903.65307532826
query_12087_v0,1,4,1492.0,919.0,10007,1087,28001.881367292226
query_12087_v0,1,5,1490.0,916.0,10000,1100,28099.573825503358
query_8183_v2,1,1,7861.0,80.0,10000,1134,84.16724493615186
query_8183_v2,1,2,7877.0,77.0,10001,426,69.93663301522126
query_8183_v2,1,3,7632.0,96.0,10000,459,96.0912325891669
query_8183_v2,1,4,7819.0,76.0,10000,359,67.60382310270877
query_8183_v2,1,5,7887.0,77.0,10000,344,78.86241798027247
query_4392_v0,1,1,2665.0,1013.0,10002,2271,1576.2395749196546
query_4392_v0,1,2,2697.0,1001.0,10000,963,1539.9919122382282
query_4392_v0,1,3,2649.0,1028.0,10004,812,1577.2016908045284
query_4392_v0,1,4,2668.0,1007.0,10000,796,1585.7326242527029
query_4392_v0,1,5,2642.0,1026.0,10004,707,1604.019696611829
query_8683_v0,1,1,3296.0,299.0,10007,1510,2656.0667475728155
query_8683_v0,1,2,3244.0,307.0,10001,634,2740.1245376078914
query_8683_v0,1,3,3258.0,303.0,10001,559,2760.475138121547
query_8683_v0,1,4,3250.0,297.0,10005,514,2905.2886153846152
query_8683_v0,1,5,3188.0,316.0,10000,473,3036.831869510665
query_7547_v9,1,1,3028.0,83.0,10001,1254,4668.748410594749
query_7547_v9,1,2,2997.0,79.0,10001,419,6224.114416117449
query_7547_v9,1,3,3007.0,79.0,10001,368,4109.69588703862
query_7547_v9,1,4,2993.0,86.0,10001,368,4240.29616789131
query_7547_v9,1,5,2971.0,84.0,10006,310,3988.3416623007247
query_2416_v4,1,1,5131.0,38.0,10000,1061,241.1846500897145
query_2416_v4,1,2,5192.0,28.0,10001,338,187.7661071930835
query_2416_v4,1,3,5015.0,43.0,10000,314,315.81741197365034
query_2416_v4,1,4,5133.0,46.0,10000,385,383.71943166529303
query_2416_v4,1,5,5055.0,52.0,10000,329,354.5881766797825
query_6731_v1,2,1,29819.0,2306.0,100000,6133,1716.4603923061281
query_6731_v1,2,2,29726.0,2299.0,100001,4265,1722.8336957862155
query_6731_v1,2,3,30058.0,2251.0,100001,4127,1695.3560946891732
query_6731_v1,2,4,29912.0,2254.0,100001,4312,1719.8722480059155
query_6731_v1,2,5,29892.0,2270.0,100004,3998,1699.0238260977355
query_3841_v9,2,1,30353.0,758.0,100012,4222,3993.403173781064
query_3841_v9,2,2,30044.0,808.0,100005,2795,3506.294673096505
query_3841_v9,2,3,30726.0,738.0,100001,2701,3310.4713590548554
query_3841_v9,2,4,30399.0,764.0,100000,2661,3509.329481305588
query_3841_v9,2,5,30563.0,743.0,100001,2545,3958.6113085389584
query_11285_v0,2,1,35453.0,1829.0,100000,5041,2731.1976983612108
query_11285_v0,2,2,35441.0,1838.0,100001,3321,2757.0136282836265
query_11285_v0,2,3,35586.0,1826.0,100002,4145,2673.301298263362
query_11285_v0,2,4,35459.0,1835.0,100000,3183,2734.7414196677855
query_11285_v0,2,5,35529.0,1803.0,100001,3723,2713.5718990120745
c6_role1_s,2,1,30559.0,19441.0,100000,9566,31220.98913326681
c6_role1_s,2,2,30471.0,19529.0,100000,8073,31116.00055190741
c6_role1_s,2,3,30499.0,19501.0,100000,7169,31177.636682028584
c6_role1_s,2,4,30526.0,19475.0,100002,7737,31087.009591347854
c6_role1_s,2,5,30545.0,19455.0,100000,7551,31212.976543951292
query_1710_v6,2,1,23718.0,165.0,100001,2659,94.86661730712487
query_1710_v6,2,2,23825.0,166.0,100001,1860,97.93762819495159
query_1710_v6,2,3,23915.0,152.0,100001,1674,81.60922641626928
query_1710_v6,2,4,23994.0,142.0,100002,1590,73.02199016663698
query_1710_v6,2,5,23753.0,156.0,100004,1593,90.77615959147829
query_3965_v2,2,1,17868.0,7132.0,100000,8115,2983.1781556332294
query_3965_v2,2,2,17875.0,7125.0,100000,5201,2982.758620689656
query_3965_v2,2,3,17865.0,7135.0,100000,5589,2982.5518056467504
query_3965_v2,2,4,17856.0,7144.0,100000,5634,2982.4757108383174
query_3965_v2,2,5,17871.0,7129.0,100000,5363,2981.06153118596
query_3872_v0,2,1,36519.0,1583.0,100002,3609,1581.1529156241527
query_3872_v0,2,2,36510.0,1583.0,100000,2246,1582.3867065474667
query_3872_v0,2,3,36473.0,1583.0,100001,2132,1570.2044852997012
query_3872_v0,2,4,36429.0,1583.0,100000,1984,1577.2561165004254
query_3872_v0,2,5,36409.0,1583.0,100001,2119,1593.8998879395704
c6_role2_o,2,1,26938.0,21479.0,100000,11717,36667.71301748484
c6_role2_o,2,2,26928.0,21466.0,100002,10157,35736.151530586736
c6_role2_o,2,3,26914.0,21487.0,100004,10187,36052.17075672359
c6_role2_o,2,4,26879.0,21508.0,100004,9480,36327.21337709406
c6_role2_o,2,5,26903.0,21478.0,100001,9981,36445.63126957213
query_9996_v2,2,1,85524.0,8.0,100000,2323,1.258468145097344
query_9996_v2,2,2,85320.0,9.0,100000,1502,1.7133879601786364
query_9996_v2,2,3,85341.0,8.0,100001,1508,1.669736612900508
query_9996_v2,2,4,85252.0,10.0,100000,1456,1.5461162873885852
query_9996_v2,2,5,85316.0,16.0,100000,1486,2.970343268960165
query_4957_v0,2,1,36519.0,1583.0,100002,3589,1581.1529156241527
query_4957_v0,2,2,36510.0,1583.0,100000,2420,1582.3867065474667
query_4957_v0,2,3,36473.0,1583.0,100001,2467,1570.2044852997012
query_4957_v0,2,4,36429.0,1583.0,100000,2315,1577.2561165004254
query_4957_v0,2,5,36409.0,1583.0,100001,2069,1593.8998879395704
query_8423_v2,2,1,85524.0,8.0,100000,2299,1.258468145097344
query_8423_v2,2,2,85320.0,9.0,100000,1543,1.7133879601786364
query_8423_v2,2,3,85341.0,8.0,100001,1529,1.669736612900508
query_8423_v2,2,4,85252.0,10.0,100000,1572,1.5461162873885852
query_8423_v2,2,5,85316.0,16.0,100000,1522,2.970343268960165
query_4207_v7,2,1,89462.0,112.0,100000,2700,277.6750606304776
query_4207_v7,2,2,89275.0,120.0,100000,1844,325.2796952491245
query_4207_v7,2,3,89569.0,119.0,100000,1936,308.92733326718945
query_4207_v7,2,4,89586.0,118.0,100000,1879,302.46675180388826
query_4207_v7,2,5,89063.0,127.0,100000,1759,326.510936405459
query_7351_v0,2,1,15822.0,8426.0,100008,10724,28276.26020730628
query_7351_v0,2,2,15721.0,8435.0,100008,8434,28531.97907257808
query_7351_v0,2,3,15732.0,8438.0,100000,7870,28446.562801932367
query_7351_v0,2,4,15821.0,8401.0,100008,8174,28326.16345363757
query_7351_v0,2,5,15705.0,8423.0,100000,8105,28598.113339700732
query_12015_v4,2,1,51433.0,390.0,100001,3301,283.8121449010144
query_12015_v4,2,2,51804.0,359.0,100001,2289,272.00299280985274
query_12015_v4,2,3,51331.0,374.0,100011,2077,281.44293305631516
query_12015_v4,2,4,51365.0,386.0,100001,2092,323.6575473746334
query_12015_v4,2,5,51444.0,387.0,100002,2147,274.6129638799832
query_6102_v6,2,1,22765.0,234.0,100001,2702,150.56178720327225
query_6102_v6,2,2,22887.0,212.0,100001,1878,126.47035367554638
query_6102_v6,2,3,22883.0,225.0,100001,1756,131.06916149060896
query_6102_v6,2,4,23052.0,175.0,100003,1599,87.23437660912268
query_6102_v6,2,5,22893.0,210.0,100019,1662,114.6300858027284
query_11914_v2,2,1,18596.0,6404.0,100000,6881,2569.766312772367
query_11914_v2,2,2,18606.0,6394.0,100000,5254,2572.52514589015
query_11914_v2,2,3,18600.0,6400.0,100000,4917,2571.093933005388
query_11914_v2,2,4,18586.0,6414.0,100000,5184,2570.6213302953292
query_11914_v2,2,5,18607.0,6393.0,100000,4866,2570.991909954274
query_2023_v9,2,1,31392.0,523.0,100001,3660,1219.7205711798813
query_2023_v9,2,2,31330.0,531.0,100001,2456,1420.7763570764337
query_2023_v9,2,3,31039.0,566.0,100017,2402,1282.3903597626615
query_2023_v9,2,4,31560.0,510.0,100001,2250,1194.5570510516054
query_2023_v9,2,5,31153.0,557.0,100001,2403,1295.1573354186114
query_7029_v0,2,1,36519.0,1583.0,100002,3868,1581.1529156241527
query_7029_v0,2,2,36510.0,1583.0,100000,2439,1582.3867065474667
query_7029_v0,2,3,36473.0,1583.0,100001,2379,1570.2044852997012
query_7029_v0,2,4,36429.0,1583.0,100000,2276,1577.2561165004254
query_7029_v0,2,5,36409.0,1583.0,100001,2277,1593.8998879395704
query_517_v2,2,1,85524.0,8.0,100000,2180,1.258468145097344
query_517_v2,2,2,85320.0,9.0,100000,1506,1.7133879601786364
query_517_v2,2,3,85341.0,8.0,100001,1505,1.669736612900508
query_517_v2,2,4,85252.0,10.0,100000,1508,1.5461162873885852
query_517_v2,2,5,85316.0,16.0,100000,1440,2.970343268960165
query_6731_v0,2,1,30006.0,2613.0,100000,6048,4295.847230553889
query_6731_v0,2,2,29858.0,2632.0,100001,4158,4350.692477727912
query_6731_v0,2,3,30100.0,2600.0,100001,3942,4190.574462438536
query_6731_v0,2,4,29934.0,2632.0,100001,3801,4281.704550010022
query_6731_v0,2,5,30109.0,2571.0,100004,3442,4236.954531867548
query_3670_v3,2,1,87166.0,248.0,100000,3714,56.15781971537956
query_3670_v3,2,2,87380.0,232.0,100000,2576,59.32990042884692
query_3670_v3,2,3,87788.0,211.0,100000,2356,44.15911304385418
query_3670_v3,2,4,87621.0,213.0,100000,2388,40.01604095257679
query_3670_v3,2,5,88299.0,197.0,100003,2374,37.262876391657635
