query_name,Execution_time_1,Execution_time_2,Execution_time_3,Execution_time_4,Execution_time_5,Execution_time_6,Execution_time_7,Execution_time_8,Execution_time_9,cd_1,cd_2,cd_3,cd_4,cd_5,cd_6,cd_7,cd_8,cd_9,triple_count,?var,CD_GT,CA,RE_cd_1,RE_cd_2,RE_cd_3,RE_cd_4,RE_cd_5,RE_cd_6,RE_cd_7,RE_cd_8,RE_cd_9
query_545,394.4,4397.8,18116.4,250.0,822.2,5725.2,200.4,590.4,3113.6,37280216.0,37280216.0,37280216.0,37280216.0,37280216.0,37280216.0,37280216.0,37280216.0,37280216.0,2,?x1,37280216,37280216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_547,418.8,2401.0,15611.4,236.6,811.6,5426.4,203.8,582.4,3049.4,9741224.8,9751239.6,9728590.0,10061777.4,9749433.0,9797670.2,9585970.0,9673366.6,9780376.8,2,?x1,9735877,19667920,0.054928795834219606,0.15779369439445085,0.0748468782011112,3.347416981541574,0.13923758486266827,0.6346957752239398,1.5397380225736212,0.6420623432280458,0.45707027728473504
query_548,483.4,2309.2,16238.6,241.8,821.6,5499.2,194.6,533.2,3190.8,9666345.6,9681226.2,9689107.2,9487640.0,9677329.4,9691732.4,9108491.4,9675421.0,9697341.6,2,?x1,9698500,13668423,0.3315399288549814,0.17810795483838476,0.09684796618034484,2.174150641851833,0.2182873640253609,0.06977986286538772,6.083503634582663,0.2379646337062432,0.01194411506934446
query_595,480.2,1831.4,14811.4,301.6,882.2,5144.0,193.6,581.2,3571.6,5112011.2,5112925.2,5109376.6,5100535.8,5115174.0,5107757.8,5158667.0,5107441.4,5106665.4,2,?x1,5109648,5190655,0.04624976123600268,0.06413749048858525,0.005311520480478744,0.17833322373674637,0.10814834994504513,0.036992763493692446,0.9593420133833094,0.043184970862956265,0.058371926989875374
query_613,384.8,1619.2,12590.4,320.0,987.2,6013.2,204.0,578.8,3273.6,10231648.2,10766336.6,10673234.6,11161246.4,10201353.2,10822437.4,11889878.8,11075171.0,10747418.8,2,?x2,10660966,20987077,4.027006558317518,0.98837760105416,0.11507962786861554,4.692636671010867,4.311174053083001,1.5146038360876526,11.52721807761136,3.885248297386935,0.810928390541727
query_629,396.6,2793.6,11997.6,230.8,737.4,4973.4,193.6,497.2,3058.2,9181487.0,9181487.0,9181487.0,9181487.0,9181487.0,9181487.0,9181487.0,9181487.0,9181487.0,2,?x1,9181487,9185551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_632,453.6,1509.0,12339.8,253.0,770.6,4720.0,222.0,558.6,3040.2,8228018.6,8205579.0,8202046.8,8147426.4,8208642.8,8202034.6,8125077.4,8211293.2,8223395.8,2,?x1,8202151,9312271,0.31537580812642474,0.04179391479137606,0.0012703984601135272,0.6671981532649135,0.07914753093426119,0.0014191399304935074,0.939675458303555,0.11146100577763304,0.2590149827770766
query_633,406.6,3958.4,13505.8,221.2,772.0,4891.6,178.2,528.4,3339.4,31941315.6,31940709.8,31941797.2,31943862.0,31942223.8,31941730.8,31943862.0,31943862.0,31942572.0,2,?x1,31941664,34916061,0.0010907384161279448,0.0029873208859728002,0.00041701020960979035,0.006881294600055902,0.001752569934993822,0.00020913124626426805,0.006881294600055902,0.006881294600055902,0.002842682209668225
query_637,396.0,1662.2,13025.4,621.0,2310.2,12912.0,364.8,1711.6,13329.4,0.0,191.6,472.6,0.0,191.8,101.4,0.0,192.4,103.2,4,?x5,27994204,30986476,100.0,99.99931557260923,99.99831179339837,100.0,99.99931485817564,99.99963778216377,100.0,99.99931271487485,99.99963135226136
query_638,323.6,1269.2,9452.4,221.4,634.6,4165.4,179.8,489.4,2759.0,7.8,8.0,8.0,41.8,43.0,43.0,352.8,356.8,355.6,4,?x3,13034,97279917,99.94015651373331,99.9386220653675,99.9386220653675,99.67930029154519,99.67009360135032,99.67009360135032,97.29323308270678,97.26254411539053,97.27175080558538
query_Q1085_o,470.8,1583.2,11819.0,294.6,832.6,5555.4,226.2,682.6,3259.4,57058.8,56947.6,57047.6,60146.8,64021.0,63557.6,67133.6,68715.2,66588.8,2,?o,70065,132457,18.563048597730674,18.721758367230432,18.579033754370943,14.155712552629696,8.626275601227432,9.287661457218299,4.183829301363011,1.926496824377368,4.961392992221504
query_Q1439_o,391.8,1617.6,11743.0,329.0,828.6,5598.6,338.6,746.2,3276.0,55677.0,55403.8,55530.6,63417.2,61636.6,62080.2,68600.0,63426.4,67286.2,2,?o,70440,142603,20.95826235093697,21.346110164679153,21.166098807495743,9.969903463940947,12.4977285633163,11.8679727427598,2.612152186257808,9.95684270300965,4.47728563316298
query_Q176_o,431.6,1587.0,12042.6,295.6,849.6,5119.6,225.4,642.8,3198.0,49484.0,49400.2,49067.2,61281.0,62794.8,62391.0,65137.4,69274.2,68643.2,2,?o,70680,167560,29.988681380871533,30.107243916242222,30.578381437464635,13.297962648556878,11.15619694397283,11.727504244482173,7.8418222976796805,1.9889643463497495,2.881720430107531
query_Q1904_o,425.2,1570.8,12463.2,292.6,989.2,5193.2,214.0,751.8,3440.2,92598.6,91587.4,91386.8,111574.6,108462.6,110654.4,111732.0,108201.6,113965.8,2,?o,115846,311319,20.06750340969908,20.94038637501511,21.113547295547537,3.6871363706990263,6.3734613193377365,4.48146677485628,3.5512663363430765,6.59876042332061,1.6230167636344779
query_Q1974_o,433.2,1589.4,12615.0,272.2,845.4,5309.6,285.0,615.2,3334.4,74196.2,72476.2,72685.0,87832.8,88663.6,88862.8,97145.4,90551.4,93477.6,2,?o,95722,231782,22.48782933912789,24.284699442134517,24.066567769164873,8.241783498046424,7.373853450617407,7.165750820083154,1.48701447943001,5.401684043375615,2.344706546039567
query_Q21590062_o,448.2,2134.0,13222.0,385.0,921.0,5900.4,227.6,745.2,3845.2,60860.4,59154.0,59040.2,66807.4,68520.2,68186.2,82041.6,81136.6,81020.2,2,?o,88113,174667,30.929147798849204,32.865751932178,32.994904270652455,24.17985995256092,22.235992418825827,22.615051127529426,6.89047019168567,7.917560405388528,8.049663500278054
query_Q3206_o,415.2,1716.0,12111.6,301.2,916.8,5210.8,214.4,652.0,3428.8,56690.6,55333.8,55273.8,65047.2,65656.0,64802.8,65912.6,69288.2,68839.6,2,?o,71832,159209,21.078906337008576,22.96775810223855,23.051286334781153,9.445372535917144,8.597839403051564,9.785610869807323,8.24061699521104,3.5413186323644097,4.1658313843412325
query_Q3224_o,440.8,1632.4,12206.8,277.4,968.0,5296.4,269.0,720.0,3222.6,111624.8,109837.0,109846.8,118620.4,124810.4,123907.6,137485.6,130775.4,131255.0,2,?o,134725,306843,17.146186676563367,18.473186119873816,18.465912043050654,11.953683429207649,7.359138986825019,8.02924475784004,2.04906290591947,2.9316014102802046,2.5756169975876784
query_Q36074_o,449.6,1575.0,12127.6,351.0,911.2,5260.4,193.8,634.2,3136.4,76289.6,77935.6,78048.2,92002.4,89951.8,90700.4,95742.6,99805.4,97227.8,2,?o,101922,220216,25.14903553697925,23.534075077019676,23.423598438021234,9.732540570239994,11.744471262337864,11.00998803006221,6.0628716077,2.076686093287029,4.605678852455797
query_Q9899_o,413.0,1544.2,11540.2,246.2,847.2,5277.4,312.0,573.4,3021.2,82915.2,82670.0,82215.0,77896.4,85855.8,84324.2,85196.6,87708.6,88215.8,2,?o,94010,181188,11.801723220933946,12.062546537602383,12.546537602382726,17.14030422295501,8.67375811083927,10.302946495053721,9.374960110626523,6.702903946388676,6.163386873736833
query_SPO_o,804.8,8233.4,36920.8,411.2,2547.8,28121.6,421.0,837.2,7987.4,304758390.4,304930478.0,305514978.4,311289695.2,308082561.2,305107416.4,286031148.6,308226441.8,310279094.8,1,?o,304967140,0,0.06844986643479813,0.012021623050929355,0.17963850138082949,2.0731922790107773,1.0215596342609201,0.045997217929766514,6.209190734450924,1.0687386844366287,1.7418121834372098
query_SPO_p,455.4,3004.4,32928.8,365.2,2686.6,49987.2,552.2,1353.0,15118.0,6367.8,8345.4,8417.8,3881.0,6146.4,9163.2,3210.0,10145.2,11479.4,1,?p,8604,0,25.990237099023705,3.0055788005578843,2.16410971641098,54.8930729893073,28.563458856345893,6.499302649930273,62.69177126917713,17.91259879125989,33.41933984193398
query_SPO_s,302.0,2560.8,20668.0,226.2,647.4,10920.0,197.4,495.2,3113.8,91959835.8,92417578.2,92486070.0,92942478.2,92380700.6,92786978.0,87967800.6,92261510.0,93158719.6,1,?s,92498623,0,0.5824813197489469,0.08761730431381343,0.013571012835509995,0.47985060274897606,0.12748557348794906,0.3117397758450956,4.898259296249206,0.25634219441299144,0.7136285693679937
