query_name,Config,Run,WJ_SampleSize,CRAWD_SampleSize,∑Fµ_SampleSize,∑Fµ_success,∑Fµ_fail,N̂,Nb_Total_Scans,Execution_time,cd
query_150,1,4,2510.0,2506.0,5013.0,5011.0,2.0,1.6124774728286853E7,10028,179,6488087
query_150,1,5,2505.0,2502.0,5009.0,5004.0,5.0,1.5768702439121757E7,10016,167,6474505
query_151,1,1,1679.0,1667.0,3336.0,3333.0,3.0,1.5772252226325193E7,10023,991,6408588
query_151,1,2,1680.0,1669.0,3339.0,3338.0,1.0,1.568669034702381E7,10028,338,6449881
query_151,1,3,1676.0,1673.0,3347.0,3346.0,1.0,1.5876839613961814E7,10045,196,6510594
query_151,1,4,1680.0,1671.0,3343.0,3342.0,1.0,1.5635907924404763E7,10040,188,6454232
query_151,1,5,1678.0,1672.0,3345.0,3343.0,2.0,1.5929096216328964E7,10041,167,6471122
query_168,1,1,3332.0,88.0,176.0,176.0,0.0,1.284166843577431E7,10012,931,331329
query_168,1,2,3333.0,98.0,196.0,196.0,0.0,1.7890438345034502E7,10011,194,437168
query_168,1,3,3271.0,113.0,226.0,226.0,0.0,2.0295734149801284E7,10014,136,505772
query_168,1,4,3306.0,104.0,209.0,207.0,2.0,2.204729812583182E7,10008,105,454373
query_168,1,5,3306.0,103.0,206.0,206.0,0.0,2.2208279352692075E7,10027,97,578678
query_224,1,1,1548.0,832.0,3327.0,832.0,2495.0,1.9475992857881136E7,10063,930,33
query_224,1,2,1544.0,828.0,3306.0,828.0,2478.0,1.8206366207253885E7,10043,279,43
query_224,1,3,1510.0,830.0,3316.0,830.0,2486.0,1.868234907549669E7,10026,233,36
query_224,1,4,1561.0,828.0,3310.0,828.0,2482.0,1.7510878421524663E7,10064,166,44
query_224,1,5,1530.0,832.0,3326.0,832.0,2494.0,1.8817522677124184E7,10061,166,38
query_255,1,1,2540.0,2490.0,4980.0,4980.0,0.0,3.654635348031496E7,10010,977,36546353
query_255,1,2,2552.0,2486.0,4972.0,4972.0,0.0,3.631607248275862E7,10010,324,36316072
query_255,1,3,2562.0,2482.0,4964.0,4964.0,0.0,3.614522113348946E7,10008,260,36116119
query_255,1,4,2543.0,2492.0,4984.0,4984.0,0.0,3.659119903106567E7,10019,243,36532559
query_255,1,5,2557.0,2488.0,4976.0,4976.0,0.0,3.6288798445052795E7,10021,289,36274219
query_256,1,1,1739.0,1652.0,3304.0,3304.0,0.0,3.0152465495112132E7,10020,909,30152465
query_256,1,2,1745.0,1652.0,3304.0,3304.0,0.0,3.010335741547278E7,10027,374,30048789
query_256,1,3,1749.0,1651.0,3302.0,3302.0,0.0,2.9961919438536305E7,10031,200,29961919
query_256,1,4,1745.0,1655.0,3310.0,3310.0,0.0,3.012154675530086E7,10042,204,30103357
query_256,1,5,1757.0,1652.0,3304.0,3304.0,0.0,2.9843561466135457E7,10030,179,29843561
query_288,1,1,1298.0,1243.0,2486.0,2486.0,0.0,6042195.542372881,10054,954,517195
query_288,1,2,1291.0,1245.0,2490.0,2490.0,0.0,5870446.605731991,10052,266,495603
query_288,1,3,1302.0,1243.0,2486.0,2486.0,0.0,5903928.32718894,10062,212,512448
query_288,1,4,1282.0,1246.0,2492.0,2492.0,0.0,5924360.327613104,10040,145,516899
query_288,1,5,1285.0,1247.0,2494.0,2494.0,0.0,6227326.256809339,10052,162,508448
query_349,1,1,2589.0,2475.0,4950.0,4950.0,0.0,1.4672884060254924E7,10014,930,13174857
query_349,1,2,2588.0,2476.0,4952.0,4952.0,0.0,1.4521708377125192E7,10016,328,13174306
query_349,1,3,2594.0,2475.0,4950.0,4950.0,0.0,1.4585246285273708E7,10019,214,13191925
query_349,1,4,2583.0,2476.0,4952.0,4952.0,0.0,1.463110243902439E7,10011,188,13212877
query_349,1,5,2586.0,2480.0,4960.0,4960.0,0.0,1.4863110459396752E7,10026,165,13174246
query_351,1,1,2532.0,2496.0,4992.0,4992.0,0.0,8558014.022116903,10020,1159,8381759
query_351,1,2,2535.0,2493.0,4986.0,4986.0,0.0,8530810.912820512,10014,371,8374857
query_351,1,3,2534.0,2493.0,4986.0,4986.0,0.0,8554675.876874506,10013,243,8383856
query_351,1,4,2534.0,2494.0,4988.0,4988.0,0.0,8551259.472770324,10016,192,8353881
query_351,1,5,2530.0,2495.0,4990.0,4990.0,0.0,8575044.667193675,10015,165,8394944
query_352,1,1,5946.0,1349.0,2738.0,2678.0,60.0,1.9719712663303062E7,10013,833,17682479
query_352,1,2,5900.0,1362.0,2764.0,2704.0,60.0,1.965691542915254E7,10006,220,15843568
query_352,1,3,5949.0,1347.0,2737.0,2672.0,65.0,1.694497226424609E7,10011,167,13801634
query_352,1,4,5934.0,1351.0,2742.0,2677.0,65.0,1.8682467286821704E7,10002,178,15518096
query_352,1,5,5828.0,1390.0,2814.0,2756.0,58.0,1.6162270896362389E7,10008,155,12585209
query_391,1,1,2557.0,2487.0,4974.0,4974.0,0.0,4195351.869378177,10018,1124,3655312
query_391,1,2,2570.0,2482.0,4964.0,4964.0,0.0,4153033.557976654,10016,323,3616953
query_391,1,3,2548.0,2489.0,4978.0,4978.0,0.0,4194971.444270016,10015,242,3677581
query_391,1,4,2559.0,2484.0,4968.0,4968.0,0.0,4223854.028526768,10011,215,3660017
query_391,1,5,2563.0,2485.0,4970.0,4970.0,0.0,4159843.1513850954,10018,168,3643783
query_407,1,1,9862.0,45.0,97.0,86.0,11.0,976237.4786047455,10000,1125,859926
query_407,1,2,9819.0,59.0,123.0,114.0,9.0,1505083.0210815766,19994,282,1754356
query_407,1,3,9818.0,59.0,128.0,112.0,16.0,1.0860106484823793E7,19996,183,4956900
query_407,1,4,9838.0,51.0,109.0,101.0,8.0,2315855.089144135,19994,147,2270848
query_407,1,5,9821.0,58.0,122.0,112.0,10.0,1270542.437429997,19994,182,1162977
query_469,1,1,2509.0,2509.0,5018.0,5018.0,0.0,7370342.613790355,10036,977,7306278
query_469,1,2,2509.0,2509.0,5018.0,5018.0,0.0,7390726.809087286,10036,334,7304822
query_469,1,3,2509.0,2509.0,5018.0,5018.0,0.0,7373254.641689916,10036,239,7303366
query_469,1,4,2509.0,2509.0,5018.0,5018.0,0.0,7376166.669589478,10036,199,7303366
query_469,1,5,2509.0,2509.0,5018.0,5018.0,0.0,7384902.753288163,10036,181,7306278
query_512,1,1,1261.0,1258.0,2516.0,2516.0,0.0,4890345.329103886,10070,814,3742874
query_512,1,2,1262.0,1258.0,2516.0,2516.0,0.0,4834521.0681458,10072,399,3751976
query_512,1,3,1261.0,1260.0,2520.0,2520.0,0.0,4776616.367961935,10082,178,3792969
query_512,1,4,1261.0,1260.0,2520.0,2520.0,0.0,4766868.171292624,10082,135,3788528
query_512,1,5,1261.0,1258.0,2516.0,2516.0,0.0,4802611.559080095,10070,144,3777914
query_520,1,1,2511.0,2503.0,5006.0,5006.0,0.0,3.475416795858224E7,10020,1057,34747225
query_520,1,2,2513.0,2499.0,4998.0,4998.0,0.0,3.4671012635097496E7,10010,431,34671013
query_520,1,3,2512.0,2500.0,5000.0,5000.0,0.0,3.469869426751592E7,10012,268,34684815
query_520,1,4,2509.0,2504.0,5008.0,5008.0,0.0,3.479576763332005E7,10021,244,34788820
query_520,1,5,2516.0,2501.0,5002.0,5002.0,0.0,3.4657386823529415E7,10019,195,34650458
query_545,1,1,2509.0,2509.0,5018.0,5018.0,0.0,3.7280216E7,10036,1033,37280216
query_545,1,2,2509.0,2509.0,5018.0,5018.0,0.0,3.7280216E7,10036,333,37280216
query_545,1,3,2509.0,2509.0,5018.0,5018.0,0.0,3.7280216E7,10036,214,37280216
query_545,1,4,2509.0,2509.0,5018.0,5018.0,0.0,3.7280216E7,10036,202,37280216
query_545,1,5,2509.0,2509.0,5018.0,5018.0,0.0,3.7280216E7,10036,190,37280216
query_547,1,1,2633.0,2461.0,4922.0,4922.0,0.0,1.971462048651728E7,10016,1023,10258876
query_547,1,2,2644.0,2457.0,4914.0,4914.0,0.0,1.9600690551059E7,10015,421,9687925
query_547,1,3,2644.0,2458.0,4916.0,4916.0,0.0,1.9608668040090773E7,10018,272,9470736
query_547,1,4,2622.0,2464.0,4928.0,4928.0,0.0,1.9821461931350116E7,10014,198,9805657
query_547,1,5,2658.0,2452.0,4904.0,4904.0,0.0,1.9457774045146726E7,10014,180,9482930
query_548,1,1,2643.0,2458.0,4916.0,4916.0,0.0,1.3648064065077564E7,10017,1116,9671125
query_548,1,2,2638.0,2459.0,4918.0,4918.0,0.0,1.3679495300227445E7,10015,605,9672568
query_548,1,3,2643.0,2456.0,4912.0,4912.0,0.0,1.3636959049564889E7,10011,272,9632959
query_548,1,4,2621.0,2464.0,4928.0,4928.0,0.0,1.3796217089660434E7,10013,222,9782387
query_548,1,5,2645.0,2457.0,4914.0,4914.0,0.0,1.3632195858601134E7,10016,202,9572689
query_595,1,1,2511.0,2502.0,5004.0,5004.0,0.0,5190081.641577061,10017,1355,5115923
query_595,1,2,2509.0,2502.0,5004.0,5004.0,0.0,5194218.813072938,10015,393,5108756
query_595,1,3,2511.0,2502.0,5004.0,5004.0,0.0,5190081.641577061,10017,235,5117824
query_595,1,4,2510.0,2505.0,5010.0,5010.0,0.0,5198375.001992032,10025,211,5103953
query_595,1,5,2509.0,2504.0,5008.0,5008.0,0.0,5198370.86648067,10021,207,5113600
query_613,1,1,6096.0,1302.0,2604.0,2604.0,0.0,2.085866362582021E7,10002,999,10478312
query_613,1,2,6196.0,1268.0,2536.0,2536.0,0.0,1.9859633436733376E7,10000,317,10869979
query_613,1,3,6180.0,1275.0,2550.0,2550.0,0.0,1.955151600647249E7,10005,246,10045125
query_613,1,4,6194.0,1270.0,2540.0,2540.0,0.0,1.685841970471424E7,10004,168,9253142
query_613,1,5,6200.0,1269.0,2538.0,2538.0,0.0,1.8681364275E7,10007,194,10511683
query_629,1,1,2509.0,2509.0,5018.0,5018.0,0.0,9188805.84176963,10036,1085,9181487
query_629,1,2,2509.0,2509.0,5018.0,5018.0,0.0,9181487.0,10036,304,9181487
query_629,1,3,2509.0,2509.0,5018.0,5018.0,0.0,9188805.84176963,10036,223,9181487
query_629,1,4,2509.0,2509.0,5018.0,5018.0,0.0,9185146.420884814,10036,204,9181487
query_629,1,5,2509.0,2509.0,5018.0,5018.0,0.0,9181487.0,10036,167,9181487
query_632,1,1,2565.0,2483.0,4966.0,4966.0,0.0,9322065.50331384,10014,1170,8199390
query_632,1,2,2559.0,2485.0,4970.0,4970.0,0.0,9228899.688940993,10014,530,8255152
query_632,1,3,2569.0,2482.0,4964.0,4964.0,0.0,9321030.24056053,10015,216,8217963
query_632,1,4,2567.0,2483.0,4966.0,4966.0,0.0,9321547.468640435,10016,186,8229706
query_632,1,5,2562.0,2482.0,4964.0,4964.0,0.0,9305948.740046838,10008,166,8237882
query_633,1,1,2509.0,2509.0,5018.0,5018.0,0.0,3.5024935975288965E7,10036,1008,31943862
query_633,1,2,2509.0,2509.0,5018.0,5018.0,0.0,3.5037667685930654E7,10036,433,31943862
query_633,1,3,2509.0,2509.0,5018.0,5018.0,0.0,3.5241375056197695E7,10036,222,31937496
query_633,1,4,2509.0,2509.0,5018.0,5018.0,0.0,3.5050399396572344E7,10036,211,31937496
query_633,1,5,2509.0,2509.0,5018.0,5018.0,0.0,3.465571636667996E7,10036,159,31943862
query_637,1,1,9993.0,0.0,0.0,0.0,0.0,0.0,19994,1287,0
query_637,1,2,9990.0,0.0,0.0,0.0,0.0,0.0,19994,230,0
query_637,1,3,9993.0,0.0,0.0,0.0,0.0,0.0,19994,167,0
query_637,1,4,9993.0,0.0,0.0,0.0,0.0,0.0,19994,152,0
query_637,1,5,9989.0,0.0,0.0,0.0,0.0,0.0,19994,144,0
query_638,1,1,1214.0,1214.0,3211.0,1814.0,1397.0,9.983833687479408E7,10050,910,8
query_638,1,2,1214.0,1214.0,3201.0,1820.0,1381.0,9.723683652059308E7,10042,282,8
query_638,1,3,1210.0,1210.0,3178.0,1842.0,1336.0,1.028271239140496E8,10040,152,8
query_638,1,4,1210.0,1210.0,3230.0,1798.0,1432.0,9.54817665107438E7,10056,129,8
query_638,1,5,1207.0,1207.0,3173.0,1848.0,1325.0,9.722318877961889E7,10042,145,7
query_137,2,1,67355.0,2260.0,4520.0,4520.0,0.0,9520488.111573009,100005,2326,228939
query_137,2,2,67798.0,2189.0,4379.0,4377.0,2.0,9051477.436650049,100004,1096,211214
query_137,2,3,67955.0,2138.0,4276.0,4276.0,0.0,8769401.709292915,100004,1033,215371
query_137,2,4,67950.0,2180.0,4361.0,4360.0,1.0,8058718.268211921,200002,1954,197328
query_137,2,5,67643.0,2213.0,4427.0,4426.0,1.0,9622240.383557796,100001,958,218418
query_138,2,1,66721.0,2500.0,5000.0,5000.0,0.0,1.2117715335051933E7,100016,1876,271131
query_138,2,2,66323.0,2573.0,5146.0,5146.0,0.0,1.259104013517181E7,100019,823,282032
query_138,2,3,66494.0,2520.0,5040.0,5040.0,0.0,1.1291356748052455E7,100004,807,265841
query_138,2,4,66251.0,2582.0,5164.0,5164.0,0.0,1.2134269809210427E7,200013,1536,286805
query_138,2,5,65981.0,2603.0,5207.0,5205.0,2.0,1.1320748623391582E7,100006,809,278408
query_145,2,1,22829.0,15431.0,30862.0,30862.0,0.0,6928946.458451969,100032,2727,4938275
query_145,2,2,22609.0,15473.0,30946.0,30946.0,0.0,7016082.164536247,100031,1695,4999738
query_145,2,3,22674.0,15462.0,30924.0,30924.0,0.0,7106494.443503573,100034,1442,4982344
query_145,2,4,22906.0,15414.0,30828.0,30828.0,0.0,6994646.392298961,100023,1432,4914976
query_145,2,5,22809.0,15436.0,30872.0,30872.0,0.0,6961609.004077338,100030,1420,4942925
query_146,2,1,27568.0,24149.0,48298.0,48298.0,0.0,5569545.132907719,100015,2511,3286983
query_146,2,2,27588.0,24141.0,48282.0,48282.0,0.0,5507731.471509352,100011,1520,3289410
query_146,2,3,27659.0,24121.0,48242.0,48242.0,0.0,5515518.444339998,100022,1299,3282817
query_146,2,4,27589.0,24142.0,48284.0,48284.0,0.0,5547483.460219652,100015,1273,3294711
query_146,2,5,27702.0,24104.0,48208.0,48208.0,0.0,5479593.120785503,100014,1255,3279177
query_147,2,1,25069.0,24984.0,49968.0,49968.0,0.0,8502519.918943716,100021,2801,6430490
query_147,2,2,25071.0,24981.0,49962.0,49962.0,0.0,8500820.7692952,100014,1671,6443142
query_147,2,3,25076.0,24980.0,49960.0,49960.0,0.0,8498785.534375498,100016,1511,6428372
query_147,2,4,25073.0,24981.0,49962.0,49962.0,0.0,8500142.68364376,100016,1598,6414375
query_147,2,5,25075.0,24980.0,49960.0,49960.0,0.0,8499124.468993021,100015,1495,6451115
query_150,2,1,25033.0,24993.0,49994.0,49981.0,13.0,1.5906532410458196E7,100015,2715,6422183
query_150,2,2,25019.0,24994.0,50003.0,49982.0,21.0,1.5942031204164835E7,100010,1493,6484153
query_150,2,3,25024.0,24993.0,49997.0,49980.0,17.0,1.5894183949008951E7,100008,1304,6462225
query_150,2,4,25026.0,24993.0,49998.0,49985.0,13.0,1.5840414620874291E7,100016,1310,6435111
query_150,2,5,25033.0,24992.0,49994.0,49981.0,13.0,1.595799442048496E7,100016,1285,6481445
query_151,2,1,16729.0,16655.0,33318.0,33306.0,12.0,1.583894320796222E7,100039,3301,6424761
query_151,2,2,16728.0,16656.0,33317.0,33310.0,7.0,1.5873040709050693E7,100033,1720,6451325
query_151,2,3,16732.0,16653.0,33312.0,33304.0,8.0,1.5931962285560602E7,100021,1476,6442817
query_151,2,4,16731.0,16652.0,33312.0,33303.0,9.0,1.57728001078238E7,100032,1372,6423486
query_151,2,5,16731.0,16651.0,33310.0,33299.0,11.0,1.5867135036698345E7,100026,1418,6412838
query_168,2,1,33009.0,1045.0,2100.0,2084.0,16.0,1.4308091196461571E7,100018,2314,407155
query_168,2,2,33007.0,1031.0,2074.0,2054.0,20.0,1.4772622557639288E7,100014,1191,423940
query_168,2,3,33102.0,1021.0,2048.0,2039.0,9.0,1.6923305306023806E7,100018,1017,465306
query_168,2,4,33052.0,1019.0,2049.0,2032.0,17.0,1.5746901790753964E7,100011,980,422702
query_168,2,5,33000.0,1041.0,2097.0,2071.0,26.0,1.3534475394060606E7,100009,904,403948
query_224,2,1,15237.0,8257.0,33016.0,8258.0,24758.0,1.868880377502133E7,100048,2539,41
query_224,2,2,15271.0,8248.0,32971.0,8248.0,24723.0,1.9288412651430815E7,100048,1588,43
query_224,2,3,15077.0,8277.0,33101.0,8279.0,24822.0,1.904789840949791E7,100040,1392,40
query_224,2,4,15250.0,8262.0,33040.0,8264.0,24776.0,1.857758310609836E7,100043,1346,40
query_224,2,5,15416.0,8235.0,32924.0,8235.0,24689.0,1.876945596678775E7,100052,1398,40
query_255,2,1,25482.0,24843.0,49686.0,49686.0,0.0,3.636583977364414E7,100011,2839,36345358
query_255,2,2,25500.0,24838.0,49676.0,49676.0,0.0,3.633139795356863E7,100014,1923,36312392
query_255,2,3,25490.0,24840.0,49680.0,49680.0,0.0,3.634857623570027E7,100010,1737,36329563
query_255,2,4,25516.0,24835.0,49670.0,49670.0,0.0,3.630423291926634E7,100021,1679,36285239
query_255,2,5,25520.0,24832.0,49664.0,49664.0,0.0,3.6297081777115986E7,100016,1690,36275169
query_256,2,1,17443.0,16472.0,32944.0,32944.0,0.0,2.999715995126985E7,100024,2714,29972594
query_256,2,2,17466.0,16474.0,32948.0,32948.0,0.0,2.9952206563380282E7,100032,1769,29934943
query_256,2,3,17462.0,16470.0,32940.0,32940.0,0.0,2.9957249996449433E7,100032,1615,29935438
query_256,2,4,17438.0,16473.0,32946.0,32946.0,0.0,3.0007581226516802E7,100023,1544,29982099
query_256,2,5,17472.0,16472.0,32944.0,32944.0,0.0,2.9951003996451464E7,100023,1583,29921938
query_288,2,1,12881.0,12382.0,24764.0,24764.0,0.0,5885649.703904976,100054,2335,509088
query_288,2,2,12871.0,12382.0,24764.0,24764.0,0.0,5969744.392510295,100034,1206,506251
query_288,2,3,12868.0,12382.0,24764.0,24764.0,0.0,5929467.819241529,100028,1106,508007
query_288,2,4,12871.0,12384.0,24768.0,24768.0,0.0,5915796.019734287,100046,1082,511558
query_288,2,5,12862.0,12385.0,24770.0,24770.0,0.0,6011540.106048826,100034,1034,509026
query_349,2,1,25819.0,24730.0,49460.0,49460.0,0.0,1.46845006644719E7,100009,2701,13190815
query_349,2,2,25765.0,24752.0,49504.0,49504.0,0.0,1.4770146654143218E7,100021,1440,13249527
query_349,2,3,25845.0,24721.0,49442.0,49442.0,0.0,1.4698431739988392E7,100008,1256,13164267
query_349,2,4,25779.0,24747.0,49494.0,49494.0,0.0,1.475018009263354E7,100020,1212,13226969
query_349,2,5,25825.0,24730.0,49460.0,49460.0,0.0,1.4661035059051307E7,100015,1314,13192763
query_351,2,1,25284.0,24911.0,49822.0,49822.0,0.0,8557188.04999209,100017,2654,8379067
query_351,2,2,25304.0,24901.0,49802.0,49802.0,0.0,8552819.42902308,100007,1385,8364310
query_351,2,3,25301.0,24906.0,49812.0,49812.0,0.0,8552122.722105846,100019,1267,8371715
query_351,2,4,25311.0,24903.0,49806.0,49806.0,0.0,8548059.84180791,100020,1246,8374004
query_351,2,5,25314.0,24901.0,49802.0,49802.0,0.0,8547730.781069763,100017,1241,8352676
query_352,2,1,59286.0,13506.0,27436.0,26784.0,652.0,1.8414982268731236E7,100000,2016,14769700
query_352,2,2,59358.0,13480.0,27349.0,26779.0,570.0,1.7985965289531317E7,100006,1068,14259745
query_352,2,3,59042.0,13592.0,27607.0,26959.0,648.0,1.710869361634091E7,100016,1006,13678904
query_352,2,4,59475.0,13446.0,27306.0,26676.0,630.0,1.7661910775956284E7,100011,977,14223642
query_352,2,5,59260.0,13522.0,27428.0,26843.0,585.0,1.806994827377658E7,100009,956,14403677
query_391,2,1,25591.0,24808.0,49616.0,49616.0,0.0,4180407.892462194,100015,2469,3642667
query_391,2,2,25558.0,24818.0,49636.0,49636.0,0.0,4184896.3879020265,100012,1604,3649879
query_391,2,3,25536.0,24824.0,49648.0,49648.0,0.0,4195933.0585448,100008,1334,3651663
query_391,2,4,25591.0,24807.0,49614.0,49614.0,0.0,4181467.2196866088,100012,1353,3642549
query_391,2,5,25549.0,24824.0,49648.0,49648.0,0.0,4198042.332576618,100021,1358,3650005
query_407,2,1,98411.0,518.0,1105.0,998.0,107.0,2.5911579699494977E7,199992,2334,14773838
query_407,2,2,98388.0,524.0,1125.0,1010.0,115.0,2.4190077945948686E7,199997,1174,23513273
query_407,2,3,98357.0,537.0,1137.0,1039.0,98.0,2649228.5344916987,199992,1140,2251764
query_407,2,4,98480.0,497.0,1056.0,957.0,99.0,2.625211020954508E7,199992,1074,25678130
query_407,2,5,98461.0,501.0,1067.0,969.0,98.0,1.9292552591939956E7,199994,1192,18125369
query_469,2,1,25000.0,24999.0,49998.0,49998.0,0.0,7369404.24192,199993,3923,7304817
query_469,2,2,25001.0,24999.0,49998.0,49998.0,0.0,7366479.322667093,199996,2418,7304086
query_469,2,3,24999.0,24999.0,49998.0,49998.0,0.0,7375836.5489019565,199992,2398,7304963
query_469,2,4,25000.0,24999.0,49998.0,49998.0,0.0,7367358.48408,199994,2424,7305401
query_469,2,5,25000.0,24999.0,49998.0,49998.0,0.0,7365312.72624,199993,2364,7303648
query_512,2,1,12536.0,12494.0,24988.0,24988.0,0.0,4782259.528717294,100036,2428,3782437
query_512,2,2,12532.0,12496.0,24992.0,24992.0,0.0,4789998.228534951,100040,1265,3779372
query_512,2,3,12525.0,12496.0,24992.0,24992.0,0.0,4827352.650858283,100026,1130,3773502
query_512,2,4,12529.0,12497.0,24994.0,24994.0,0.0,4786566.598451592,100040,1093,3786796
query_512,2,5,12529.0,12495.0,24990.0,24990.0,0.0,4781660.989065369,100028,1117,3790274
query_520,2,1,25101.0,24971.0,49942.0,49942.0,0.0,3.4684678212342136E7,100014,2887,34677039
query_520,2,2,25086.0,24976.0,49952.0,49952.0,0.0,3.4712366820058994E7,100014,1841,34701943
query_520,2,3,25078.0,24979.0,49958.0,49958.0,0.0,3.4727611045218915E7,100015,1657,34717879
query_520,2,4,25085.0,24977.0,49954.0,49954.0,0.0,3.4715140494159855E7,100016,1652,34705875
query_520,2,5,25100.0,24973.0,49946.0,49946.0,0.0,3.4688838179442234E7,100019,1544,34680504
query_545,2,1,24999.0,24999.0,49998.0,49998.0,0.0,3.7280216E7,199992,5460,37280216
query_545,2,2,24999.0,24999.0,49998.0,49998.0,0.0,3.7280216E7,199992,4220,37280216
query_545,2,3,24999.0,24999.0,49998.0,49998.0,0.0,3.7280216E7,199992,4119,37280216
query_545,2,4,24999.0,24999.0,49998.0,49998.0,0.0,3.7280216E7,199992,4112,37280216
query_545,2,5,24999.0,24999.0,49998.0,49998.0,0.0,3.7280216E7,199992,4078,37280216
query_547,2,1,26334.0,24560.0,49120.0,49120.0,0.0,1.967157793574846E7,100014,4017,9782802
query_547,2,2,26382.0,24546.0,49092.0,49092.0,0.0,1.9624593989310894E7,100020,2450,9754508
query_547,2,3,26395.0,24540.0,49080.0,49080.0,0.0,1.961013387914378E7,100015,2061,9773014
query_547,2,4,26351.0,24555.0,49110.0,49110.0,0.0,1.9654884860346857E7,100016,1746,9696889
query_547,2,5,26372.0,24548.0,49096.0,49096.0,0.0,1.96336350518732E7,100016,1731,9748985
query_548,2,1,26339.0,24559.0,49118.0,49118.0,0.0,1.3683516929344319E7,100016,3948,9729137
query_548,2,2,26417.0,24532.0,49064.0,49064.0,0.0,1.3628115224893061E7,100013,2170,9623440
query_548,2,3,26390.0,24543.0,49086.0,49086.0,0.0,1.3648175367715044E7,100019,1837,9644259
query_548,2,4,26377.0,24548.0,49096.0,49096.0,0.0,1.3657683752663305E7,100021,1826,9722204
query_548,2,5,26343.0,24556.0,49112.0,49112.0,0.0,1.3679767929544851E7,100011,1765,9687091
query_595,2,1,25068.0,24984.0,49968.0,49968.0,0.0,5191297.071325993,100020,2864,5112512
query_595,2,2,25062.0,24982.0,49964.0,49964.0,0.0,5192124.231186657,100008,1776,5113442
query_595,2,3,25070.0,24984.0,49968.0,49968.0,0.0,5190882.927163941,100022,1520,5114926
query_595,2,4,25068.0,24984.0,49968.0,49968.0,0.0,5191297.071325993,100020,1493,5111854
query_595,2,5,25060.0,24985.0,49970.0,49970.0,0.0,5193162.160215483,100015,1504,5111892
query_613,2,1,61110.0,12963.0,25929.0,25926.0,3.0,2.059922424558992E7,100002,2654,10746496
query_613,2,2,61578.0,12808.0,25622.0,25613.0,9.0,2.138559741199779E7,100005,1431,10499228
query_613,2,3,61526.0,12829.0,25663.0,25656.0,7.0,2.1798831307284724E7,100016,1320,10939437
query_613,2,4,61384.0,12874.0,25755.0,25744.0,11.0,2.171135090574091E7,100009,1339,11136772
query_613,2,5,61415.0,12862.0,25728.0,25723.0,5.0,2.079397880512904E7,100004,1352,10509750
